"price","rooms","city","owner","address","floor","new","floors","square"
11621395,9,"Электрогорск","Аникита Тихомиров","ул. Каменщики Б. 280",1,0,1,87.03
4231195,3,"Электрогорск","Марфа Клепикова","ул. Кременчугская 335",4,0,5,44.86
4863416,4,"Электрогорск","Добрыня Купряшин","ул. Сверчков 769",13,0,23,45.69
18208840,5,"Шумиха","Никанор Любимов","Аллея Суворовская 735",1,0,7,87.52
898542,1,"Ноябрьск","Ксения Ерастова","ул. Лужнецкая 245",6,0,11,10.21
2818167,1,"Электрогорск","Севара Бояндина","Аллея Токмаков 109",1,0,8,16.36
17434170,7,"Новотроицк","Сальма Гиляровская","ул. Большого Круга 628",2,0,6,111.36
2560994,3,"Кемь","Нора Прохорова","Аллея Староданиловский Средная 835",1,0,2,31.15
774264,1,"Фролово","Макар Князев","Аллея Крестьянская 1160",12,0,20,17.69
1318190,1,"Кемь","Дана Карпенкова","ул. Высокая 593",10,0,18,12.69
1021020,3,"Новотроицк","Домна Витязева","Аллея Кучин 805",9,0,13,30.45
2894596,1,"Кемь","Виолетта Аксёнова","ул. Некрасовка 383",11,0,20,17.3
1332476,1,"Фролово","Тара Дубина","ул. Муравская 1-я 993",18,0,20,12.99
970057,1,"Шумиха","Кирилл Филимонихин","ул. Екатерины Будановой 412",3,0,24,10.74
1512731,1,"Фролово","Аглая Маятникова","ул. Берзарина 666",3,0,5,12.72
276409,1,"Электрогорск","Евсей Володарский","ул. Амурская 503",7,0,13,13.66
1327681,1,"Новотроицк","Мишель Федотьева","ул. Ялтинская 229",15,0,21,11.89
911737,1,"Кемь","Рузалия Конюшевская","Аллея Первомайская 691",5,0,23,15.66
10188496,5,"Кемь","Роксолана Архипова","ул. Мясницкая 23",2,0,8,67.21
20486334,5,"Новотроицк","Агунда Казимирова","Аллея Калитниковская М. 443",12,0,24,91.83
6636653,3,"Кемь","Любава Берестова","ул. Узкая 66",2,0,14,47.61
7880620,3,"Южноуральск","Юлиан Брасс","Аллея Бутлерова 709",6,0,9,56.32
2997427,1,"Электрогорск","Акакий Арбитман","Аллея Нововладыкинская 46",16,0,20,18.6
10367101,3,"Фролово","Гульшат Вакулова","ул. Мининская 283",4,0,10,58.0
730244,1,"Фролово","Аникита Естамонов","Аллея Вучетича 478",4,0,9,10.0
1083141,1,"Электрогорск","Дмитрий Померанцев","Аллея Привольная 283",14,0,19,13.7
479266,1,"Шумиха","Макар Аннинский","Аллея Филевская 2-я 716",1,0,11,10.0
2116151,2,"Кемь","Севастьян Савин","ул. Папанина 690",16,0,21,30.77
1244180,1,"Южноуральск","Севастьян Ковальджи","ул. Локомотивная 502",1,0,2,21.05
2198725,1,"Электрогорск","Пров Дьяконов","Аллея Бутово 743",2,0,9,17.98
12306522,5,"Фролово","Филипп Владимов","Аллея Тенистая 323",2,0,3,90.28
344259,1,"Ноябрьск","Емельян Бормор","Аллея Бухвостова 2-я 1043",9,0,10,11.77
1188463,1,"Новотроицк","Иннокентий Ипполитов","ул. Магистральная 1-я 377",1,0,2,11.38
1497453,1,"Ноябрьск","Протасий Кандауров","ул. Молжаниновская 178",1,0,23,13.27
868937,1,"Шумиха","Аэлита Шеянова","Аллея Фрунзенская 3-я 379",12,0,19,12.97
1188996,1,"Южноуральск","Айсылу Амвросова","ул. Подушкино 763",9,0,14,11.43
7924082,4,"Фролово","Герасим Корнилов","ул. Вспольная 1139",1,0,3,47.32
9030558,6,"Кемь","Галина Котовская","ул. Гольяновская 1287",10,0,23,88.93
3005968,1,"Фролово","Арина Назарова","ул. Радиаторская 1-я 1382",2,0,16,16.83
321990,1,"Южноуральск","Мила Мерецкова","ул. Академика Зелинского 636",2,0,5,12.86
316988,1,"Ноябрьск","Корнелия Негина","Аллея Лыковская 1-я 1356",12,0,15,10.0
3280864,2,"Новотроицк","Габриэлла Алексеева","ул. Ставропольская 523",3,0,16,36.02
768280,1,"Южноуральск","Габриэлла Знаменская","Аллея Шелепихинская 398",3,0,6,12.42
2348376,1,"Новотроицк","Сальма Ежова","ул. Измайловского Зверинца 127",1,0,11,15.46
1257164,2,"Фролово","Ростислав Полуехтов","ул. Пасечная 944",8,0,12,25.37
5905342,5,"Кемь","Лев Тихомиров","ул. Заповедная 1335",5,0,12,57.25
4970254,3,"Шумиха","Фёкла Славникова","Аллея Щербинка 177",10,0,11,46.03
11126574,5,"Новотроицк","Архипп Михальченко","ул. Захарьино 476",2,0,11,89.81
1097161,1,"Кемь","Юлиан Фотиев","ул. Коровий Вал 865",7,0,13,10.98
2615407,1,"Южноуральск","Анжелика Кожевникова","ул. Скарятинская 843",20,0,25,17.83
8800071,4,"Южноуральск","Дорофей Пивоваров","ул. Седова 961",4,0,8,75.13
1841763,1,"Электрогорск","Адриана Чаплина","Аллея Борьбы 478",3,0,5,15.04
10413831,8,"Электрогорск","Яков Контровский","ул. Тверской 943",1,1,5,128.68
4514912,5,"Шумиха","Игорь Григорьев","ул. Маршала Чуйкова 1399",1,0,4,49.53
2494223,1,"Кемь","Якун Гомзиков","Аллея Кибальчича 654",11,0,18,15.8
11226341,4,"Шумиха","Мелентий Иевлев","ул. Шепелюгинская 131",9,0,11,75.24
874984,4,"Ноябрьск","Фируза Окунева","Аллея Старосадская 509",1,0,13,38.99
1166424,1,"Фролово","Панкратий Нетёсов","Аллея Соломенной Сторожки 488",4,0,12,12.39
2529840,1,"Фролово","Бэлла Анхимова","Аллея Валдайская 360",2,0,3,16.92
15266006,5,"Кемь","Лиора Воскобойникова","ул. Дмитрия Донского 1315",16,1,25,86.6
1304757,2,"Новотроицк","Ростислав Мисайлов","ул. Станиславского 1172",4,0,19,24.22
1462289,1,"Электрогорск","Пафнутий Епифаньев","ул. Алексея Дикого 1262",2,0,7,12.93
318534,1,"Кемь","Фирс Васильев","Аллея Тюрина 430",11,0,21,11.99
22112444,7,"Фролово","Екатерина Сударушкина","ул. Некрасовка 919",1,0,10,103.77
1092608,1,"Электрогорск","Евграф Архипьев","Аллея Лестева 844",1,0,1,14.14
1265095,1,"Фролово","Елизавета Алфимова","ул. Сухаревская Б. 1097",6,0,21,17.06
15558006,7,"Слободской","Милада Белоусова","Аллея Армянская 511",15,0,25,132.99
5631928,3,"Фролово","Томирис Стефашина","Аллея Даниловский Вал 295",1,0,9,51.67
5636260,5,"Кемь","Эльвира Лутьянова","Аллея Пасечная 609",3,0,17,52.89
1294817,1,"Фролово","Артур Шерстобитов","Аллея Востряковская 803",9,1,17,16.68
269388,1,"Электрогорск","Федора Перфильева","Аллея Никопольская 1111",4,0,5,10.71
348422,1,"Фролово","Таяна Веселова","ул. Прямой 261",9,0,13,11.82
1809489,1,"Шумиха","Иосиф Вепрев","ул. Левая 1015",15,0,21,16.46
2193197,1,"Шумиха","Азиза Михаилова","ул. Старопетровская 801",11,0,25,17.11
2670972,4,"Кемь","Эдуард Деревенский","ул. Ирины Левченко 1307",9,0,11,48.83
6274000,3,"Фролово","Владлен Гандлевский","ул. Огородная 914",2,0,16,44.95
3039985,3,"Электрогорск","Аксинья Аверкова","ул. Пятницкое 377",6,0,10,39.17
9556487,3,"Кемь","Григорий Померанцев","Аллея Вельяминовская 368",1,0,24,50.28
736870,1,"Ноябрьск","Зоряна Пигасова","ул. Сибиряковская 167",1,0,6,15.52
806119,1,"Электрогорск","Юлианна Рыбакова","Аллея Промышленная 193",16,0,17,17.37
5052721,4,"Фролово","Платон Витковский","Аллея Новотихвинская 739",13,0,23,48.19
10256283,4,"Шумиха","Федора Савинова","Аллея Парковая 4-я 963",6,0,12,72.23
3057437,1,"Электрогорск","Борис Вакулин","ул. Тарная 551",5,0,10,17.75
267387,1,"Электрогорск","Айару Немчинова","ул. Флотская 101",7,0,24,10.0
6732090,3,"Электрогорск","Светлана Мартынова","ул. Ремесленная 235",5,0,24,42.59
1669081,2,"Новотроицк","Рина Ананьева","Аллея Ореховая 1258",8,0,12,27.35
8349759,3,"Кемь","Аделаида Максимушкина","Аллея Молжаниновская 999",1,0,2,43.69
1069245,1,"Кемь","Марта Кобрина","ул. ЦНИИМЭ 173",1,0,7,18.26
3584353,3,"Электрогорск","Трофим Светлов","ул. Никопольская 3-я 1349",6,0,8,28.14
550438,1,"Ноябрьск","Айсун Болучевская","ул. Кулакова 100",15,0,19,14.34
803820,1,"Кемь","Риана Кондратова","ул. Поленова 741",9,0,13,18.47
8773717,3,"Ноябрьск","Полина Галктионова","Аллея Патриарший М. 247",10,0,17,58.32
2133867,1,"Электрогорск","Германн Секацкий","ул. Старокалужское 1374",1,1,1,14.11
254477,1,"Электрогорск","Раиса Богоявленская","Аллея Бунинская Аллея 1098",5,0,11,12.42
11601227,5,"Кемь","Пантелеймон Водолазкин","ул. Староданиловский Средная 1006",17,0,23,81.01
254427,1,"Кемь","Анатолий Киркиж","Аллея Короленко 1299",1,0,3,12.28
4621225,2,"Кемь","Ярослав Кердан","Аллея Кунцевская 1221",1,0,7,30.15
15480645,7,"Шумиха","Прохор Фокин","ул. Талалихина 704",19,0,22,113.39
355516,1,"Кемь","Антон Алтухов","Аллея Василисы Кожиной 1115",3,0,4,10.0
331919,1,"Кемь","Игнатий Сальников","Аллея Гусятников 1375",1,0,7,11.48
2752368,4,"Кемь","Цецилия Федотьева","ул. Наставническая 1246",5,0,8,43.7
2811798,2,"Кемь","Никон Лермонтов","Аллея Новодмитровская Б. 559",3,0,24,24.78
974360,1,"Фролово","Руфина Блинова","ул. Трехсвятительский Б. 804",6,0,10,11.11
14810774,6,"Новотроицк","Тит Шестинский","ул. Алымова 116",10,0,13,95.18
7849229,3,"Ноябрьск","Алексей Ложкомоев","ул. Петровка 1197",5,0,12,44.97
2165119,1,"Фролово","Владимир Юдов","ул. Красноворотская 953",2,0,3,16.61
6238276,4,"Шумиха","Азалия Данилова","Аллея Заморенова 16",12,1,21,42.49
7050119,4,"Ноябрьск","Макар Константинов","ул. Образцова 278",7,0,8,42.54
2422440,1,"Новотроицк","Галактион Уваров","Аллея Всеволожская 1379",11,0,21,17.27
2237527,1,"Электрогорск","Родион Карпов","Аллея Воронцовский Парк 1373",1,0,8,18.41
6065925,2,"Шумиха","Владимир Тарасьев","Аллея Кабельная 3-я 1201",2,0,20,30.37
4048854,2,"Шумиха","Эмилия Малярова","ул. Алабяна 772",4,0,24,40.22
13455019,5,"Шумиха","Арсений Нарбиков","Аллея Чоботовская 11-я 1318",1,0,17,93.6
2969814,2,"Новотроицк","Германн Пасечник","Аллея Вишневая 287",3,1,8,34.86
816698,1,"Электрогорск","Богдан Сычин","Аллея Красногвардейская 936",13,0,14,10.71
2530071,3,"Новотроицк","Виталий Норов","ул. Заболотье 40",9,0,19,36.59
819037,1,"Электрогорск","Тимофей Фатеев","ул. Душинская 463",1,0,5,11.79
3616683,1,"Фролово","Иоанна Невзорова","Аллея Мастеркова 527",8,0,15,18.9
306253,1,"Ноябрьск","Цагана Харлампиева","ул. Чертольская 726",21,0,22,13.75
27309662,9,"Кемь","Агафон Гляделкин","Аллея Вертолетчиков 742",19,0,23,170.9
678001,1,"Новотроицк","Лукьян Кабанов","Аллея Шенкурская 419",10,0,12,10.0
6391384,4,"Шумиха","Зарина Кучерская","Аллея Курского Вокзала 588",1,0,1,39.79
10680666,4,"Кемь","Вавила Графинин","ул. Краснохолмская Нижн. 811",3,0,4,78.56
4657169,3,"Кемь","Паисий Каганов","ул. Дроболитейная 1011",9,0,10,38.16
3502577,2,"Кемь","Антонин Буняченко","ул. Кременчугская 1009",19,0,25,22.38
662297,1,"Ноябрьск","Аделина Максимова","Аллея Остафьевская 439",3,1,8,12.58
7779676,6,"Фролово","Никон Коржавин","ул. Магазинная 1034",5,0,6,67.83
7103981,4,"Шумиха","Дилярам Манылина","Аллея Пироговская Б. 1068",18,0,20,40.69
6574854,4,"Шумиха","Люче Чехова","Аллея Бухвостова 3-я 1348",3,0,15,42.39
7106639,7,"Светлоград","Мина Парфеньев","Аллея Шаболовка 1277",9,0,15,99.4
4595691,2,"Шумиха","Любовь Богомякова","ул. Кулаков 952",22,0,24,28.74
1133200,1,"Фролово","Фёдор Развожаев","ул. Брюсов 662",5,0,23,15.58
11330442,8,"Шумиха","Динара Харлампиева","Аллея Масловка Верхн. 1359",6,0,23,95.45
8624706,5,"Шумиха","Арсений Кудряшов","ул. Татарский М. 463",7,0,12,74.06
13112909,4,"Электрогорск","Лукьян Мирер","ул. ЦНИИМЭ 453",4,0,13,64.22
11861626,4,"Электрогорск","Демид Миронов","Аллея Сосновка 985",9,0,14,69.92
7340776,4,"Фролово","Веста Гришина","Аллея Владимирская 2-я 818",5,0,7,55.44
1575715,3,"Кемь","Алиса Чивилихина","ул. Красносельская М. 738",5,1,8,31.77
1412159,1,"Ноябрьск","Ирина Кочергина","ул. Коровий Вал 991",1,0,1,16.56
11709868,6,"Электрогорск","Вениамин Степанов","Аллея Курская 635",5,0,22,84.04
15512119,5,"Фролово","Фелисити Гордеева","ул. Волынская 187",5,0,6,87.62
1560071,1,"Шумиха","Николай Корнильев","Аллея Маршала Баграмяна 1136",2,0,4,12.15
370272,1,"Новотроицк","Констанция Кириллова","Аллея Донелайтиса 1390",15,0,25,13.24
18996878,7,"Новотроицк","Агафья Горелова","ул. Нижняя 761",3,0,10,130.92
427319,1,"Фролово","Ермолай Гладков","ул. Вешняковская 969",1,0,2,15.14
11974125,8,"Фролово","Никита Подистов","ул. Керамическая 1157",3,0,13,111.14
4165665,3,"Шумиха","Нестор Могила","ул. Тишинская 303",9,0,11,39.36
642445,1,"Южноуральск","Тара Евдокимова","ул. Фестивальная 924",4,0,6,16.81
1394635,1,"Шумиха","Филипп Ромазанов","ул. Калибровская 143",10,0,23,18.0
375877,1,"Новотроицк","Айару Гущина","Аллея Пролетарского Входа 601",1,0,2,10.0
17729665,5,"Светлоград","Никон Белов","ул. Космонавта Волкова 300",2,0,12,92.52
2044624,1,"Кемь","Иннокентий Ливадный","ул. Типографская 1113",3,0,17,14.78
2241416,2,"Южноуральск","Наталья Додолева","ул. Рыбинская 558",1,0,16,19.57
1023351,1,"Шумиха","Лариса Каледина","ул. Озерная 38",7,0,11,10.86
1081900,1,"Электрогорск","Чулпан Булочникова","ул. Денежная 1170",1,0,9,17.76
1865648,1,"Электрогорск","Нурия Сударушкина","Аллея Лубочная 1122",9,0,15,19.4
3654441,2,"Электрогорск","Эсмира Тучкова","Аллея Кисловский Ср. 1323",2,0,13,27.52
3018914,3,"Ноябрьск","Рузанна Набокова","Аллея Танковая 666",6,0,22,43.34
8748742,4,"Электрогорск","Рена Саватеева","Аллея Сокольническая 5-я 314",17,0,23,59.52
5832069,3,"Шумиха","Рина Азарьина","Аллея Напрудная 1-я 83",5,0,18,55.93
742425,1,"Ноябрьск","Яков Еланцев","Аллея Паперника 1379",2,0,8,13.32
12645616,4,"Южноуральск","Лев Бестужев","Аллея Госпитальный Вал 473",13,0,19,76.76
5966077,6,"Кемь","Эдуард Газданов","Аллея Мосфильмовская 1108",13,0,18,77.82
3406943,3,"Шумиха","Павлина Овросимова","ул. Сретенские Ворота 209",1,0,24,38.0
758151,1,"Новотроицк","Вячеслав Фокин","ул. Синявинская 389",2,0,3,15.65
7142744,6,"Электрогорск","Августина Радивонова","ул. Политехническая 980",12,0,21,74.75
322383,2,"Ноябрьск","Денис Амарантов","Аллея Дворцовая 26",2,0,23,20.97
19593440,7,"Кемь","Эсмира Вирхова","Аллея Зюзинская 209",3,0,4,111.06
1782296,1,"Шумиха","Филимон Писарев","Аллея Алексея Свиридова 607",3,0,23,13.16
9045989,9,"Кемь","Аяна Стогова","ул. Печатников 754",13,0,16,112.75
1361097,2,"Фролово","Любовь Евменова","Аллея Короленко 1187",11,1,16,25.76
275894,1,"Фролово","Кир Кириков","Аллея Полоцкая 379",1,0,4,12.15
295128,1,"Слободской","Владислава Овдокимова","Аллея Косыгина 362",2,0,4,10.63
16376779,11,"Кемь","Авксентий Сажин","Аллея Песчаная 1303",21,0,22,164.59
2292161,1,"Южноуральск","Асель Суханова","Аллея Старопетровская 1034",3,1,14,16.67
7812427,7,"Новотроицк","Сажида Курчаткина","ул. Ереванская 625",1,0,12,86.43
5462496,8,"Электрогорск","Роман Скатов","Аллея Курьяновская 869",15,1,17,79.42
332275,1,"Кемь","Резеда Нарбикова","ул. Николаевская 298",1,0,18,10.0
3918409,2,"Кемь","Владимир Маркелов","ул. Дубравная 491",3,0,4,35.92
11665243,4,"Шумиха","Семён Борн","ул. Хромова 973",20,0,24,74.09
12960655,5,"Новотроицк","Артемий Осеев","ул. Прогонная 2-я 1101",16,0,22,95.46
2257234,2,"Кемь","Евграф Сухилин","Аллея Изюмская 458",1,0,2,19.23
21892451,5,"Кемь","Николай Дьячков","Аллея Мещерская 51",2,0,25,93.42
375897,1,"Шумиха","Вета Ратникова","ул. Алымов 961",8,0,18,10.76
280372,1,"Кемь","Ариана Марковчина","Аллея Рыбинская 458",3,0,25,13.36
1372830,1,"Шумиха","Изабелла Хазанова","Аллея Извилистая 1173",2,0,25,16.89
13892081,5,"Новотроицк","Анисья Гиваргизова","Аллея Главная 610",1,0,2,95.28
1452095,1,"Шумиха","Юстин Светлов","ул. Красной Сосны 13-я 340",1,0,5,12.91
340397,1,"Новотроицк","Ефрем Жарковский","ул. Щорса 246",4,0,8,10.0
1955595,1,"Новотроицк","Святополк Яхин","ул. Тобольская 1294",6,1,8,14.09
1010424,1,"Ноябрьск","Любава Мишустина","Аллея Потаповская 1031",7,0,12,11.48
1447582,2,"Новотроицк","Феликс Кедрин","ул. Переведеновская 987",9,1,15,24.52
31238283,7,"Южноуральск","Аксинья Яковлева","Аллея Артюхиной 37",1,0,2,132.17
8814267,4,"Электрогорск","Ермолай Волков","ул. Лечебная 1047",14,0,18,50.61
1260819,1,"Электрогорск","Тарас Олефир","Аллея Мясниковская 1-я 240",7,0,9,11.81
310829,1,"Светлоград","Родион Эренбург","ул. Медынская 412",2,0,25,14.37
3644655,3,"Электрогорск","Влада Каверина","ул. Щорса 760",6,0,24,29.32
10380668,3,"Фролово","Эсмира Сахарнова","Аллея Азовская 539",22,0,24,51.76
1680621,1,"Кемь","Варсонофий Хаустов","Аллея Искры 749",3,0,13,15.62
390546,1,"Южноуральск","Пётр Хлопонин","ул. Нововладыкинская 1197",8,0,14,10.0
259712,1,"Фролово","Илюза Левина","ул. Воздвиженка 292",10,1,24,11.24
19219793,8,"Электрогорск","Жоржина Родивонова","ул. Чечулина 1385",4,0,10,137.97
715916,1,"Кемь","Логгин Певзнер","Аллея Тепличная 165",1,0,1,15.64
19229716,8,"Шумиха","Мелисса Блинова","ул. Кипренского 319",1,0,2,112.8
6654257,6,"Кемь","Эмилия Харламова","Аллея Песчаная 2-я 269",9,0,10,60.23
585645,1,"Шумиха","Азалия Рачкова","Аллея Войсковая 1276",8,0,19,15.79
6671657,2,"Фролово","Аяна Анхимова","Аллея Старокрюковская 1176",7,0,8,36.06
10591326,6,"Шумиха","Тереза Стефашина","Аллея Журавлев Нижн. 1039",1,0,7,108.26
994090,1,"Шумиха","Евграф Лапутин","ул. Калибровская 947",7,0,8,15.47
872855,1,"Кемь","Василина Ливанова","Аллея Красногвардейская 1303",8,0,9,16.31
5200268,2,"Кемь","Парфений Чернышев","Аллея Чоботовская 2",5,0,9,29.79
2559286,1,"Кемь","Домна Ганичева","ул. Соколиной Горы 9-я 237",14,0,22,17.29
7450741,5,"Ноябрьск","Архипп Прокопивич","ул. Лыщиков 304",19,0,24,87.72
810513,1,"Фролово","Святослав Лепёхин","Аллея Новохорошевская 108",4,0,5,13.83
676922,1,"Электрогорск","Аксинья Филонова","ул. Басманная Стар. 44",14,1,15,11.04
394554,2,"Кемь","Моника Фефилова","ул. Чоботовская 9-я 721",2,0,14,22.0
1150378,4,"Южноуральск","Христофор Астапов","ул. Шебашевская 1166",6,0,8,39.12
3194981,2,"Электрогорск","Диля Согрина","Аллея Юрловская 592",6,0,13,23.34
9802430,5,"Светлоград","Соня Шуртакова","Аллея Черневская 606",10,0,23,60.54
9546982,4,"Новотроицк","Алина Богословская","ул. Гагарина 199",12,0,22,71.33
10985641,5,"Фролово","Антонина Бродская","ул. Седова 279",1,0,1,61.89
13903969,8,"Электрогорск","Евсей Померанцев","Аллея Маршала Василевского 266",8,0,10,136.3
272717,1,"Электрогорск","Милослава Самылина","Аллея Бутлерова 786",7,0,8,11.03
18367207,9,"Новотроицк","Михаил Щекин","Аллея Лубянская 1290",22,0,23,127.19
8760585,9,"Кемь","Архипп Вайсбеккер","ул. Зональная 527",5,0,9,118.56
1557387,1,"Электрогорск","Никодим Стрелков","Аллея Северодвинская 816",7,0,19,16.86
2943930,3,"Кемь","Даниил Скороходов","ул. Ровная 86",1,0,1,35.3
2086103,1,"Новотроицк","Кирилл Гуревич","ул. Свиблово Ст. 1167",9,0,12,16.82
951923,1,"Кемь","Оливия Просвирнина","Аллея Николоваганьковская 607",10,0,18,13.9
1631521,2,"Шумиха","Никон Блинов","ул. Библиотечная 124",3,0,12,23.22
2870275,2,"Фролово","Эмили Сазонова","Аллея Кантемировская 942",3,0,7,22.62
3010175,1,"Светлоград","Архипп Лермонтов","Аллея Угличская 967",1,0,4,16.77
8304343,5,"Светлоград","Мирра Елисеева","Аллея Филевская М. 1114",3,0,16,85.72
11811564,10,"Кемь","Самира Арцыбашева","ул. Скарятинская 1108",17,0,22,120.19
3004620,1,"Шумиха","Хадия Лоскутова","ул. Грузинская М. 129",14,0,19,18.14
12182666,7,"Ноябрьск","Семён Курков","Аллея Ремесленная 370",3,0,21,98.7
7569975,2,"Электрогорск","Жозефина Сопронова","ул. Хлебников 973",20,0,23,37.82
1956680,1,"Фролово","Мариям Логинова","ул. Верхние Поля 1349",6,0,13,17.02
260519,1,"Фролово","Марта Опимахова","Аллея Преображенский Вал 376",24,0,25,12.28
1444676,1,"Фролово","Филипп Месяц","Аллея Новозаводская 857",4,0,7,17.48
1961099,3,"Ноябрьск","Фёдор Улицкий","ул. Академика Александрова 345",2,0,3,36.94
15289535,4,"Фролово","Кирилл Войнов","ул. Толмачевский Б. 918",1,0,2,75.13
428224,1,"Фролово","Ярослав Северянин","ул. Староволынская 1039",20,1,21,15.12
1162746,1,"Фролово","Перизат Славникова","Аллея Академика Несмеянова 682",14,0,19,12.5
9570791,6,"Шумиха","Перизат Пигасова","ул. Покровская 2-я 502",1,0,7,66.2
9875726,5,"Кемь","Лилиана Лагунова","Аллея Школьная 203",15,0,19,89.48
8419410,3,"Шумиха","Фатима Калашникова","ул. Хохловка Верхн. 131",1,0,1,43.1
1777364,2,"Новотроицк","Инна Булгарина","ул. Красный Казанец 1272",14,0,15,21.33
19787825,6,"Электрогорск","Фома Вильмонт","Аллея Текстильщиков 7-я 648",12,0,17,113.26
327430,1,"Шумиха","Памела Венедиктова","ул. Селигерская 399",1,0,1,10.39
10373414,4,"Электрогорск","Ростислав Ежов","Аллея Кисельный Б. 1108",8,0,17,73.03
256342,1,"Ноябрьск","Дара Мурманцева","ул. Коммунистическая 198",3,0,23,10.08
1059145,1,"Новотроицк","Гульзира Левина","Аллея Березовая 1040",2,0,5,18.14
341013,1,"Новотроицк","Вероника Цветанкова","ул. Волоколамский Б. 734",2,0,4,13.87
489481,1,"Новотроицк","Геласий Левитин","Аллея Клочкова 1183",3,0,14,10.0
1308762,3,"Светлоград","Онуфрий Ярок","ул. Фрунзенская 3-я 1111",1,0,6,31.3
29862800,7,"Шумиха","Савва Жерихов","ул. Текстильщиков 1-я 158",8,0,18,127.87
9039640,4,"Южноуральск","Виктор Родченков","ул. Крутицкий Вал 1390",1,0,5,50.12
9973970,3,"Ноябрьск","Спиридон Капитонов","Аллея Международный Нижн. 956",1,0,15,51.25
598642,1,"Кемь","Михаил Конторович","ул. Несвижская 21",2,0,7,11.34
363188,1,"Кемь","Поликарп Власьев","Аллея Новокирочная 1186",1,0,14,11.21
10654201,3,"Электрогорск","Рузалия Чивилихина","ул. Шубинская 251",3,0,9,55.1
14680047,5,"Шумиха","Августа Корнильева","ул. Митьковская 1276",5,1,7,72.21
324324,1,"Электрогорск","Фелиция Гурская","ул. Лужнецкая 609",5,0,8,12.63
427301,1,"Светлоград","Фрол Щекин","Аллея Огородная 255",8,0,14,10.0
2343989,1,"Ноябрьск","Жоржина Михайлова","ул. Черноморская 1206",1,0,10,15.7
6080633,6,"Фролово","Кора Мирошникова","Аллея Орехово-Зуевская 177",5,0,6,67.08
18526057,5,"Южноуральск","Рената Басинская","ул. Дунаевского 941",7,0,8,94.53
11289891,5,"Фролово","Айгерим Романова","Аллея Касаткина 259",3,0,4,95.42
14797278,4,"Новотроицк","Руслан Ажаев","ул. Крылатская 1-я 1364",2,0,3,78.2
6746497,3,"Ноябрьск","Кондрат Луппов","Аллея Смирновская 1240",3,0,20,44.14
775102,1,"Фролово","Замира Таланова","Аллея Истринская 608",8,1,12,12.48
4249533,3,"Кемь","Есения Осинская","Аллея Старолучанская 1122",14,0,23,52.7
1167414,1,"Фролово","Святослав Савченко","ул. Хитровская 657",3,0,5,14.41
5865217,3,"Новотроицк","Айгерим Бровцева","Аллея Первомайская Ср. 243",18,0,22,44.94
758782,1,"Электрогорск","Мариям Плотникова","ул. Лебедева 1219",23,0,25,10.03
1917890,1,"Шумиха","Даниэла Евтихеева","Аллея Алексинская 735",2,0,19,19.34
11985946,3,"Кемь","Роман Савостьянов","Аллея Варсонофьевская 774",19,0,20,54.21
4872847,4,"Шумиха","Флоренс Зосимова","Аллея Уссурийская 713",1,0,2,62.44
9439494,3,"Ноябрьск","Платонида Солженицина","Аллея Врачебная 87",12,0,13,49.69
2300161,1,"Новотроицк","Герман Северьянов","Аллея Ширяево Поле 1366",5,0,14,15.36
2095977,1,"Ноябрьск","Августина Удодова","Аллея Фонвизина 596",2,0,10,17.48
2501043,1,"Фролово","Даяна Сенчина","ул. Александра Невского 1063",5,0,9,16.08
2518586,1,"Кемь","Виолетта Бровцева","ул. Дальняя 1290",5,0,6,18.55
1232540,1,"Шумиха","Мила Куратова","ул. Никитская 542",5,0,6,11.17
3253426,2,"Ноябрьск","Панкратий Банников","Аллея Солдатская 533",11,0,16,22.81
17055755,5,"Электрогорск","Арианда Пришвина","Аллея Подольских Курсантов 1204",18,0,20,88.97
