"new","price","floors","square","address","rooms","owner","city","floor"
1,3430192,20,19.58,"ул. Грайвороновская 930",1,"Нурия Куликова","Светлогорск",14
0,2140142,20,26.72,"ул. Княжеская 1005",2,"Викторина Андропова","Куртамыш",2
0,8617417,15,78.23,"Аллея Борьбы 659",4,"Милен Шмелева","Куртамыш",8
1,1312438,25,15.6,"ул. Лечебная 1080",1,"Инесса Ионова","Павловск",14
1,2164080,8,14.17,"Аллея Козловский М. 531",1,"Владимир Берестов","Павловск",2
1,8394812,5,55.44,"ул. Тихомирова 239",4,"Ирина Агапеева","Куртамыш",4
1,7934623,24,39.27,"Аллея Крестьянская 1129",2,"Констанция Парфенчикова","Куртамыш",15
1,6685207,5,46.37,"Аллея Грина 248",3,"Тея Владимова","Чусовой",3
1,10899811,2,68.18,"ул. Острякова 1079",4,"Яков Варавва","Павловск",1
1,288223,4,11.66,"ул. Рейсовая 1-я 1264",1,"Назар Трифонов","Куртамыш",1
1,13339546,19,76.77,"ул. Вокзальная 365",6,"Лаврентий Ануров","Павловск",13
1,1212749,20,14.09,"Аллея Космонавта Комарова 650",1,"Ефрем Нагорный","Павловск",9
0,2866617,17,16.79,"Аллея Украинская 704",1,"Тит Внифатьев","Куртамыш",5
1,540855,16,10.83,"ул. Расковой 331",1,"Демьян Кох","Светлогорск",5
1,3660937,20,34.64,"Аллея Бибиревская 989",3,"Милада Крусанова","Павловск",3
1,10371594,9,52.18,"Аллея Усиевича 2-я 446",3,"Пётр Радивонов","Светлогорск",7
1,4126852,22,44.46,"ул. Ржевский Б. 497",4,"Эдуард Лермонтов","Павловск",13
1,17932912,22,126.89,"ул. Ермакова Роща 186",7,"Сати Лутьянова","Павловск",17
1,6685753,7,36.84,"Аллея Свиблово 1112",3,"Александра Федулина","Куртамыш",1
1,4958045,22,52.55,"Аллея Андроньевская М. 1061",4,"Константин Шукшин","Павловск",5
1,1771391,5,15.98,"Аллея Каменка 1239",1,"Федот Ковшов","Чусовой",3
1,1135810,12,21.34,"ул. Богданова 39",2,"Глеб Чурилов","Павловск",11
1,3324928,18,38.16,"Аллея Дегунинская 792",2,"Элла Пестова","Павловск",13
1,6092625,23,34.81,"ул. Дубининская 599",2,"Максим Чернов","Куртамыш",9
1,10535321,21,53.05,"Аллея Ступинская 649",3,"Авксентий Ионов","Светлогорск",11
1,991732,23,13.54,"Аллея Новопеределкинская 1132",1,"Василиса Макарова","Чусовой",5
1,5021473,5,46.63,"ул. Рюмин 855",3,"Юлиан Жуковский","Чусовой",3
1,312148,5,14.29,"ул. Новая Дорога 863",1,"Ермолай Удалов","Павловск",1
1,14213094,20,74.94,"Аллея Хрущевская 272",4,"Алиса Симеонова","Павловск",19
1,22929675,3,228.2,"ул. Маршала Голованова 1261",12,"Христофор Богоявленский","Куртамыш",2
1,8146977,22,89.72,"Аллея Стартовая 1302",7,"Даниил Хрисогонов","Чусовой",10
1,5140937,1,49.44,"Аллея Пехорская 692",3,"Порфирий Савкин","Тетюши",1
1,304204,8,10.83,"ул. Клары Цеткин 861",1,"Леонтий Берсенев","Чусовой",6
1,9987448,11,70.14,"Аллея Малинская 766",4,"Иннокентий Киприанов","Чусовой",10
1,426826,12,10.7,"Аллея Савеловская 1247",1,"Егор Овчинников","Чусовой",5
1,2943984,13,18.9,"Аллея Новомалино 1216",1,"Фарида Карлова","Куртамыш",2
1,2486209,4,20.44,"ул. Кунцевская 125",1,"Гульмира Старкова","Чусовой",2
1,4643313,21,32.53,"Аллея Черное Озеро 133",2,"Лира Тиханина","Чусовой",14
1,286705,20,12.8,"ул. Очаковская Б. 547",1,"Юлиан Савёлов","Павловск",8
1,2113310,10,21.69,"ул. Текстильщиков 11-я 862",2,"Николай Колин","Тетюши",5
1,3265733,4,19.91,"ул. Тверская-Ямская 1-я 461",1,"Офелия Аксёнова","Павловск",2
1,430737,14,10.08,"ул. Водников 1022",1,"Иосиф Владимиров","Куртамыш",11
1,313100,23,10.0,"Аллея Госпитальная 863",1,"Айсель Загорцева","Павловск",13
1,12181305,8,108.42,"Аллея Боярская 667",9,"Инна Ионова","Павловск",6
1,8332791,15,75.01,"Аллея Никоновская 1287",5,"Фируза Обухова","Павловск",10
1,6612655,5,58.49,"ул. Синичкина 2-я 177",3,"Никон Фатеев","Павловск",1
1,3720433,19,49.58,"Аллея Достоевского 1102",3,"Савелий Старостенко","Светлогорск",5
1,419661,12,14.26,"ул. Анатолия Живова 263",1,"Ефим Пикуль","Павловск",5
1,337278,12,10.27,"Аллея Яна Райниса 763",1,"Пафнутий Смехов","Тетюши",7
1,14246158,15,80.53,"Аллея Шмидта 1058",5,"Русалина Зикунова","Чусовой",12
1,2349019,2,16.16,"Аллея Чукотская 161",1,"Кузьма Янковский","Светлогорск",1
1,256067,6,12.44,"ул. Гончарова 1333",1,"Иуда Корнилов","Куртамыш",5
1,2932002,10,20.39,"ул. Крылатская 404",1,"Спиридон Николин","Павловск",3
1,347066,20,11.32,"Аллея Можайское 338",1,"Авдей Богословский","Павловск",14
1,20483360,3,132.76,"ул. Таманская 910",11,"Никифор Казаков","Тетюши",2
1,3264881,17,28.57,"Аллея Минаевская 697",2,"Валерьян Пестов","Павловск",15
1,2800402,8,29.64,"ул. Ломоносовская 174",2,"Валерьян Караулов","Павловск",5
1,607993,10,15.13,"Аллея Русанова 1027",1,"Дорофей Беспаленко","Куртамыш",2
1,807890,19,10.0,"ул. Икшинская 136",1,"Прасковья Панаева","Павловск",13
1,1932257,5,14.11,"Аллея Палисадная 1358",1,"Алексей Меркульев","Павловск",2
1,944546,24,10.0,"Аллея Чехова 1308",1,"Протасий Гоголь","Павловск",6
1,1033722,2,18.12,"ул. Донская 288",1,"Антонина Михайлова","Павловск",1
1,3971910,7,30.33,"ул. Спасопесковская 194",2,"Евангелина Гостева","Светлогорск",2
1,7178167,21,39.23,"ул. Борисовские Пруды 1178",3,"Ильзира Рожкова","Павловск",15
1,548446,2,12.47,"ул. Тишинский Б. 520",1,"Лукия Павловская","Куртамыш",1
1,4400819,8,36.56,"Аллея Кондратюка 965",2,"Богдана Ефимьева","Светлогорск",2
1,1975171,23,29.24,"ул. Олсуфьевская 1236",3,"Василий Гумилёв","Тетюши",3
1,4258290,5,37.5,"Аллея Моссельмаш 1395",2,"Эраст Блохин","Куртамыш",1
1,7196457,12,51.69,"Аллея Слепнева 279",5,"Степан Коржавин","Павловск",7
1,2899999,15,26.63,"Аллея Богучарская 1341",2,"Феоктист Русаков","Павловск",5
1,9499270,19,46.13,"Аллея Зыковский Стар. 44",3,"Родослав Панфилов","Чусовой",18
1,18226496,18,94.89,"ул. Автомоторная 1005",5,"Русалина Живетьева","Павловск",17
1,18621352,23,105.5,"Аллея Стрелецкая 1041",7,"Антонин Табаков","Светлогорск",2
1,9150865,16,101.31,"Аллея Сокольническая Слободка 1304",6,"Гоар Захарьева","Чусовой",12
1,2352238,8,24.29,"ул. Ольховская 1018",2,"Илона Мурманина","Куртамыш",4
1,520286,18,10.0,"ул. Цимлянская 915",1,"Игорь Осинский","Куртамыш",16
1,1180499,3,16.7,"ул. Старокрымская 968",1,"Мелентий Геогиевский","Чусовой",2
1,966231,11,10.76,"ул. Молдавская 624",1,"Борис Кошелев","Куртамыш",10
1,1046681,25,17.84,"Аллея Баженова 1371",1,"Богдан Серенко","Павловск",10
1,17103698,18,120.66,"Аллея Белокаменное 508",8,"Алексия Бунина","Павловск",10
1,1553045,11,14.9,"ул. Петра Алексеева 17",1,"Диля Богданова","Тетюши",10
1,1983976,4,14.99,"ул. Зеленая 716",1,"Протасий Жбанов","Тетюши",2
1,731788,14,10.34,"Аллея Печорская 437",1,"Аяна Солопова","Тетюши",5
1,2120107,16,14.78,"Аллея Демидовский М. 910",1,"Вавила Морковин","Куртамыш",4
1,14791832,3,75.19,"ул. Походная 912",4,"Варфоломей Песков","Тетюши",2
1,792233,15,14.52,"Аллея Константина Симонова 604",1,"Татьяна Гераскина","Куртамыш",1
0,2172415,25,15.11,"ул. Заповедная 739",1,"Корнелия Чванова","Куртамыш",17
1,297135,16,12.38,"Аллея Саперная 837",1,"Емельян Свободных","Куртамыш",2
1,883841,24,12.01,"Аллея Флотская 548",1,"Рена Чивилихина","Павловск",1
1,29632237,4,131.53,"ул. Академика Семенова 923",7,"Фаддей Миронов","Куртамыш",3
1,543365,23,10.3,"Аллея Екатерининская Б. 1399",1,"Марта Арепьева","Светлогорск",16
1,2625294,5,19.18,"Аллея Крестовоздвиженская 215",1,"Айнагуль Лепёхина","Куртамыш",4
1,10890270,7,75.67,"Аллея Савелкинская 737",5,"Дилярам Мерецкова","Чусовой",1
1,4337317,20,38.71,"ул. Высотная 912",2,"Сила Фандеев","Павловск",16
1,6046432,22,45.66,"Аллея Текстильщиков 7-я 435",3,"Кира Ганичева","Павловск",6
1,3149773,21,18.56,"Аллея Переведеновская 1010",1,"Сесилия Шукшина","Светлогорск",15
1,9587867,22,65.73,"Аллея Калитниковский Б. 234",6,"Данакт Белых","Светлогорск",17
1,9738979,16,52.66,"Аллея Локомотивная 341",3,"Прокопий Гогуа","Куртамыш",4
1,290699,19,10.0,"Аллея Наставническая 158",1,"Тит Михаленко","Куртамыш",16
1,867996,1,12.35,"ул. Северная 4-я 899",1,"Лолита Устинова","Павловск",1
1,4282759,20,56.11,"ул. Парковая 4-я 1249",4,"Виолетта Исакова","Светлогорск",3
1,285587,6,12.74,"ул. Некрасовка 1272",1,"Павел Лужин","Павловск",3
0,1630139,20,12.53,"Аллея Партийная 462",1,"Вероника Костина","Павловск",1
1,4578805,8,37.38,"ул. Защитников Москвы 486",3,"Амина Ратникова","Куртамыш",1
1,6347674,2,45.76,"Аллея Черского 382",3,"Юлиан Букша","Куртамыш",1
1,5335070,15,34.95,"Аллея Сокольнический Вал 433",2,"Иакинф Дракохурст","Куртамыш",9
1,8480942,14,51.77,"Аллея Кустанайская 209",5,"Паисий Солопов","Куртамыш",11
1,11281061,19,69.6,"Аллея Академическая 408",7,"Надежда Хаустова","Чусовой",7
1,1274625,8,19.28,"Аллея Овчинниковский Ср. 843",1,"Фрида Софроньева","Чусовой",7
1,482486,13,10.48,"Аллея Вучетича 1295",1,"Леонид Евстигнеев","Тетюши",3
1,1516146,15,17.84,"ул. Угловой 1312",2,"Назар Михайлин","Куртамыш",5
1,1101688,18,12.27,"Аллея Селезневская 486",1,"Эраст Третьяков","Павловск",1
1,468621,19,14.49,"ул. Старолучанская 585",1,"Влас Пьецух","Светлогорск",1
1,6020445,25,48.01,"ул. Болдов Ручей 572",4,"Марина Таралова","Чусовой",7
1,1059806,16,14.6,"ул. Краснопрудный Б. 1234",1,"Нелли Епенетова","Куртамыш",8
1,691276,24,11.85,"Аллея Старокирочная 1349",1,"Арабелла Фролова","Павловск",18
1,2703345,1,37.99,"Аллея Фабрициуса 322",2,"Алексия Перхурова","Куртамыш",1
1,9392707,21,54.52,"Аллея Пивченкова 491",3,"Фаддей Азольский","Павловск",2
1,264096,18,10.0,"ул. Привольная 35",1,"Кирилл Римский","Куртамыш",16
1,514128,10,10.0,"ул. Щербинская 91",1,"Ефим Данильчук","Куртамыш",5
1,12057378,22,80.38,"Аллея Цандера 890",5,"Акакий Гаврилин","Чусовой",19
1,9705966,14,90.13,"Аллея Стройковская 995",5,"Иннокентий Козел","Павловск",12
1,255619,8,10.0,"Аллея Квесисская 2-я 794",1,"Ириней Капитонов","Куртамыш",4
1,22324544,14,215.4,"ул. Берниковская 716",12,"Пахомий Елизаров","Куртамыш",3
1,742555,3,11.61,"Аллея Воловья 193",1,"Венедикт Громов","Светлогорск",1
1,10744696,22,83.1,"Аллея Новомосковская 558",5,"Ольга Кирилова","Павловск",14
1,2139999,1,16.08,"ул. Генерала Тюленева 13",1,"Олег Федосов","Куртамыш",1
1,2495782,16,16.28,"ул. Мясищева 853",1,"Салима Толстая","Павловск",7
1,769230,25,11.17,"Аллея Третьяковская 831",1,"Зита Кочергина","Светлогорск",4
1,301140,3,10.42,"ул. Бажова 140",1,"Олеся Трефилова","Павловск",1
1,4493583,18,32.47,"ул. Новогиреевская 1341",2,"Аркадий Черкашин","Павловск",4
1,2872296,12,16.58,"Аллея Кубинка 155",1,"Емельян Власов","Павловск",7
1,2494183,6,15.28,"ул. Веткин 500",1,"Демьян Варченко","Павловск",2
1,779823,1,12.38,"Аллея Анадырская 733",1,"Никита Григоров","Куртамыш",1
1,649055,21,17.27,"ул. Власьевский Б. 675",1,"Лола Панкеева","Павловск",5
1,8586336,23,76.68,"Аллея Тессинская 1238",4,"Иуда Басинский","Тетюши",21
1,11618083,5,56.51,"Аллея Макеевская 616",3,"Леся Ромазанова","Куртамыш",1
0,655512,2,12.2,"ул. Новоселки 1-я 1059",1,"Сергей Сапрыкин","Тетюши",1
1,785308,20,11.5,"ул. Новые Сады 5-я 65",1,"Шелли Бычкова","Чусовой",7
1,869758,1,14.06,"Аллея Академика Зелинского 511",1,"Степан Картофельников","Чусовой",1
1,1841055,11,13.57,"ул. Алтайская 429",1,"Демид Аркадьев","Куртамыш",4
1,1042471,15,10.7,"ул. Рублевская 1396",1,"Амина Амвросова","Чусовой",3
1,1421372,18,13.76,"ул. Багратионовская 852",1,"Айлин Смолина","Куртамыш",13
1,10911671,22,70.85,"Аллея Электрозаводская 1227",7,"Даяна Мельникова","Светлогорск",8
1,2641421,6,16.65,"ул. Таллинская 852",1,"Лев Арабов","Чусовой",5
1,1266214,6,12.96,"ул. Корнейчука 82",1,"Алёна Филиппьева","Павловск",2
1,1052671,3,15.49,"ул. Последная 706",1,"Филипп Бианки","Чусовой",1
1,6808105,14,35.64,"ул. Болотниковская 423",2,"Фрида Чуприянова","Павловск",7
1,4055189,18,38.54,"Аллея Шоссейная 736",3,"Джамиля Васечкина","Куртамыш",4
1,343033,17,11.76,"ул. Украинская 566",1,"Сильвестр Дубинянский","Куртамыш",10
1,1862952,21,16.55,"ул. Железнодорожная 246",1,"Леонид Кенжеев","Павловск",6
1,21589839,7,113.34,"ул. Херсонская 1069",7,"Федора Офросимова","Куртамыш",3
1,1458790,14,15.82,"Аллея Крылатская 2-я 777",1,"Эльмира Кругосветова","Чусовой",6
1,2808895,16,18.42,"ул. Андроньевская М. 792",1,"Логгин Эренбург","Тетюши",8
1,326374,17,10.64,"ул. Цимлянская 1272",1,"Севастьян Фавстов","Светлогорск",7
1,8610122,9,75.25,"Аллея Санаторная 640",4,"Ираклий Арефов","Павловск",3
1,8480554,10,61.95,"ул. Заветная 424",4,"Емельян Стефашин","Куртамыш",3
1,15435268,23,71.27,"Аллея Магазинная 1353",4,"Милослава Сорбатская","Светлогорск",4
1,675752,19,10.0,"ул. Днепропетровская 881",1,"Фрол Галактионов","Чусовой",15
1,1639466,9,12.6,"ул. Шепелюгинская 552",1,"Трифон Мурманец","Павловск",6
1,10202213,6,88.41,"ул. Ямская 2-я 632",5,"Ира Ловчикова","Павловск",2
1,7853089,1,89.62,"ул. Новые Сады 1-я 1286",6,"Семён Гиляровский","Павловск",1
1,12734961,25,75.45,"ул. Черницынская 962",4,"Олеся Дружаева","Павловск",3
1,1489841,19,24.11,"Аллея Борьбы 424",2,"Гаянэ Титова","Чусовой",8
1,2481135,3,15.45,"ул. Новые Сады 3-я 460",1,"Савва Робски","Светлогорск",1
1,4021104,3,52.26,"Аллея Проходчиков 890",3,"Янина Мурманина","Павловск",2
1,14164647,8,74.68,"Аллея Капельская 520",5,"Владлен Зарубин","Павловск",3
1,5413886,10,30.21,"ул. Паперника 591",2,"Руслан Останин","Куртамыш",4
1,19184111,8,96.05,"Аллея Причальная 1026",6,"Влас Загорцев","Куртамыш",2
1,2255340,14,14.56,"Аллея Образцова 344",1,"Илюза Солженицина","Чусовой",12
1,1518698,1,16.22,"Аллея Шепелюгинская 1102",1,"Илья Панюшкин","Куртамыш",1
1,2398623,7,18.62,"Аллея Россолимо 1385",1,"Мина Маханенко","Павловск",6
1,4653904,19,34.47,"Аллея Молдагуловой 591",2,"Снежана Сараскина","Павловск",13
1,4017310,19,24.53,"Аллея Свиблово 279",2,"Самира Сахарнова","Павловск",13
1,6120035,14,50.66,"ул. Головинская 1337",4,"Фарида Манулкина","Чусовой",13
1,648355,18,23.63,"Аллея Кривоарбатская 935",2,"Юрий Самсонов","Тетюши",2
1,3722604,22,19.99,"Аллея Богословская 981",1,"Фелиция Сошникова","Куртамыш",11
1,4376696,17,60.29,"ул. Музейная 3-я 411",5,"Эльнара Паустовская","Куртамыш",6
1,3135266,12,17.84,"ул. Приозерная 318",1,"Вячеслав Полянский","Тетюши",3
1,4286380,9,24.35,"ул. Новокирочная 1292",2,"Митрофан Петелин","Светлогорск",2
1,2152289,23,29.0,"Аллея Петровка 605",2,"Эдуард Крупник","Тетюши",4
1,9219142,5,56.2,"ул. Нововаганьковская 504",3,"Егор Димитриев","Куртамыш",4
1,4176530,9,24.8,"Аллея Спасская Б. 985",2,"Игорь Слепнев","Светлогорск",2
1,9578311,25,47.4,"Аллея Воронцовская 269",3,"Констанция Парщикова","Павловск",18
1,5028165,20,54.96,"ул. Кривоколенная 783",4,"Ульяна Рахматуллина","Павловск",13
1,762013,25,10.0,"ул. Токарная 178",1,"Марк Дубин","Куртамыш",7
1,6890710,9,60.26,"Аллея Вильнюсская 1357",5,"Климент Киселёв","Павловск",8
0,266185,24,12.86,"Аллея Долгопрудная 1178",1,"Виола Кабанова","Куртамыш",10
1,7837969,10,76.8,"Аллея Коктебельская 1323",7,"Евсей Прокопивич","Тетюши",2
1,301315,9,10.0,"Аллея Можайская 506",1,"Дана Комиссарова","Тетюши",1
1,3748901,3,38.15,"ул. Сокольническая 5-я 1050",3,"Аристарх Кривомазов","Чусовой",2
1,995221,5,12.45,"ул. Брюллова 709",1,"Диля Калинина","Чусовой",2
1,570798,2,14.41,"Аллея Фролов 928",1,"Галина Морщакова","Чусовой",1
1,10938769,6,63.96,"Аллея Фабричная 1306",4,"Феликс Омельянов","Тетюши",3
1,254918,21,11.0,"Аллея Пантелеевская 357",1,"Савелий Белянкин","Куртамыш",10
1,1308228,7,35.17,"Аллея Ордынка Б. 713",3,"Разина Симбирская","Чусовой",1
1,338131,12,14.88,"ул. Вересковая 569",1,"Глеб Лужин","Куртамыш",10
1,4268267,5,38.97,"Аллея Прудовой 278",4,"Тара Тованичева","Светлогорск",2
1,6429774,10,67.13,"Аллея Утренняя 1004",4,"Мия Ромазанова","Светлогорск",3
1,812417,18,17.12,"ул. Мартина Лютера Кинга 970",1,"Мариям Долотина","Куртамыш",13
1,16119112,14,124.04,"ул. Самарская 290",7,"Ермолай Бушин","Павловск",13
1,3676225,19,34.94,"Аллея Лучников 358",2,"Вавила Хлопонин","Куртамыш",18
1,21422957,1,118.23,"ул. Академика Бакулева 352",7,"Мелисса Феоктистова","Павловск",1
1,3596214,11,34.34,"ул. Щербакова 1019",2,"Ника Созонова","Чусовой",10
1,717379,10,15.09,"Аллея Ботаническая М. 728",1,"Герман Гоголь","Павловск",4
1,8202752,14,44.88,"Аллея Деловая 505",3,"Никита Кулагин","Куртамыш",10
1,3898902,2,45.32,"Аллея Рыбинская 2-я 640",3,"Самира Гранина","Павловск",1
1,1378620,8,11.65,"ул. Сусальный Ниж. 960",1,"Максим Афремов","Куртамыш",4
1,1207263,5,25.52,"Аллея Кавказская 334",2,"Филипп Абузяров","Куртамыш",2
1,2131920,5,15.49,"Аллея Сокольнический Вал 1210",1,"Веста Гершанова","Куртамыш",2
1,2762357,1,16.94,"ул. Индустриальная 619",1,"Акакий Шутко","Куртамыш",1
1,3050017,15,28.86,"ул. Сухаревская М. 774",2,"Белла Садулаева","Тетюши",12
1,4524729,8,52.0,"Аллея Санаторная 1270",4,"Николай Гордеев","Павловск",5
1,270879,23,11.25,"ул. Медовая 1062",1,"Нелли Буторина","Светлогорск",20
1,1947994,6,16.16,"ул. Столярная 1224",1,"Еремей Обросимов","Куртамыш",5
1,1290120,20,16.09,"Аллея Мироновская 1083",1,"Эрика Олтухова","Тетюши",7
1,15616707,21,69.11,"Аллея Адмирала Руднева 896",4,"Долорес Гиляровская","Павловск",12
1,296330,18,10.03,"Аллея Перервинская 952",1,"Сильвестр Липовецкий","Куртамыш",15
1,9411332,9,55.23,"ул. Маршала Катукова 265",5,"Серафим Ковалев","Светлогорск",3
1,339961,10,10.89,"ул. Мытищинская 1-я 650",1,"Нестор Черноусов","Куртамыш",5
1,27977092,3,135.12,"ул. Лобненская 413",8,"Вениамин Ивакин","Чусовой",1
1,1598441,20,17.86,"ул. Кунцевская 87",1,"Эсмира Филахтова","Павловск",6
1,276672,23,10.0,"ул. Денежная 227",1,"Демид Маханенко","Чусовой",8
0,7718287,9,38.19,"ул. Смоленская-Сенная 273",2,"Фотий Изотов","Павловск",3
1,2733664,20,23.32,"Аллея Калитниковский Б. 308",2,"Мирослав Леванидов","Куртамыш",1
1,8022557,25,50.66,"ул. Салтыковская 894",3,"Эмилия Ложкомоева","Куртамыш",19
1,18578584,16,90.73,"Аллея Наставническая 519",5,"Михаил Малахов","Тетюши",9
1,1343904,15,15.98,"ул. Энтузиастов 1-я 1291",1,"Рамина Скапидарова","Тетюши",14
1,342788,4,13.24,"ул. Новые Черемушки 24а 763",1,"Камилла Сошникова","Куртамыш",1
1,10122222,9,78.96,"Аллея Бебеля 1-я 460",5,"Сабина Таланова","Павловск",5
1,6530220,23,52.44,"Аллея Рогожский Вал 232",3,"Вета Деревенская","Куртамыш",2
1,8935281,2,53.06,"ул. Подольская 967",3,"Хрисанф Парменьев","Светлогорск",1
1,11175350,22,89.24,"ул. Маршала Савицкого 1398",5,"Филат Евплов","Светлогорск",14
1,5912107,10,89.11,"Аллея Бойцовая 1343",8,"Якун Корнилов","Светлогорск",6
1,7733029,5,72.75,"ул. Научная 1226",4,"Карина Дубова","Куртамыш",2
1,14979793,6,76.02,"ул. Советская 456",4,"Фаддей Вершинин","Павловск",3
1,29824050,25,134.33,"Аллея Забелина 1269",9,"Альвиан Тихон","Куртамыш",2
1,713740,8,11.89,"ул. Кулакова 419",1,"Тэмми Ливанова","Павловск",3
1,2392035,3,15.64,"Аллея Парковая 3-я 76",1,"Веста Пастухова","Светлогорск",1
1,1680796,7,19.65,"ул. Новокузьминская 1-я 1182",2,"Никон Лугинов","Тетюши",2
1,278299,21,10.0,"ул. Яблоневая 1304",1,"Леона Сенчина","Светлогорск",14
1,2160807,23,33.32,"ул. Новокуркинское 1007",2,"Владислава Добролюбова","Куртамыш",5
1,745991,4,10.0,"Аллея Кабельная 1-я 1253",1,"Архипп Таралов","Тетюши",3
1,884928,17,10.0,"ул. Токмаков 131",1,"Геннадий Королёв","Павловск",1
1,5437415,25,35.85,"Аллея Аптекарская 346",2,"Дарина Набокова","Тетюши",6
1,1529051,6,12.57,"ул. Малыгина 141",1,"Корнилий Златовратский","Светлогорск",5
1,691922,15,17.21,"Аллея Весковская 1266",1,"Глеб Аверков","Куртамыш",8
1,1203944,16,13.82,"Аллея Кашенкин Луг 1262",1,"Эльвина Хлумова","Павловск",11
1,3678550,3,46.87,"Аллея Тверская-Ямская 1-я 780",4,"Акакий Веселов","Павловск",2
1,2674567,16,18.73,"Аллея Академика Миллионщикова 908",1,"Христофор Устьянов","Чусовой",9
1,6829269,2,35.98,"Аллея Кржижановского 454",2,"Протасий Таланов","Куртамыш",1
1,439946,14,10.36,"Аллея Береговая 449",1,"Моника Багрянцева","Куртамыш",7
1,12503864,4,71.25,"Аллея Рябиновая 1390",5,"Макар Филатьев","Куртамыш",1
1,2667623,1,16.6,"ул. Хилков 1011",1,"Руслана Виноградова","Куртамыш",1
1,5172782,25,33.66,"ул. Пенягинская 2-я 1329",3,"Сильвия Белянкина","Куртамыш",12
1,1784012,13,36.52,"Аллея Окружной 1031",3,"Владислав Лавров","Павловск",7
1,12996399,19,96.15,"Аллея Маршала Жукова 1312",5,"Альба Задорова","Тетюши",14
1,966424,25,18.63,"ул. Ангарская 961",1,"Богдан Серов","Тетюши",14
1,17369077,18,74.8,"ул. Долгова 35",4,"Риана Алипьева","Павловск",2
1,20618488,17,116.04,"ул. Адмирала Лазарева 753",6,"Макар Шевцов","Куртамыш",13
1,332261,16,10.0,"ул. Береговой 483",1,"Мария Габышева","Куртамыш",3
1,510411,23,10.0,"ул. Всеволода Вишневского 840",1,"Лариса Захарьева","Павловск",19
1,6734229,5,55.27,"ул. Новоостанкинская 2-я 950",3,"Ребекка Купряшина","Куртамыш",3
1,3739872,1,49.45,"ул. Ивановская 715",4,"Мина Щекочихина","Светлогорск",1
1,1965415,13,48.39,"Аллея Рубцов 1154",5,"Софрон Крусанов","Куртамыш",1
1,1896486,20,26.88,"Аллея Летчика Бабушкина 400",2,"Дильнара Меркурьева","Чусовой",1
1,1388148,13,14.98,"Аллея Украинская 847",1,"Родион Мурманюк","Павловск",6
1,5449754,24,60.43,"ул. Радужная 464",4,"Владислава Ягужинская","Куртамыш",2
1,5656431,1,31.54,"ул. Шелепихинская 588",2,"Сильвия Игнашева","Куртамыш",1
1,1847114,13,20.73,"Аллея Часовая 1212",1,"Мстислав Копелев","Павловск",3
1,1427048,5,20.96,"ул. Максимова 1075",2,"Леонтий Лесин","Павловск",4
1,1249621,7,18.97,"ул. Золоторожский Вал 1207",1,"Лета Азарьина","Куртамыш",6
1,6437709,24,37.1,"Аллея Хвалынская 840",2,"Альбина Анастасьева","Куртамыш",5
1,8505605,20,43.03,"ул. Чесменская 844",3,"Гульзира Радугина","Павловск",4
1,4058026,2,61.06,"ул. Радиаторская 3-я 734",5,"Платонида Егорова","Павловск",1
1,4719296,7,29.17,"Аллея Тверская 4",2,"Виталина Анастасьева","Павловск",2
1,12247882,20,83.75,"Аллея Самокатная 770",6,"Хадия Астахова","Павловск",13
1,2701323,12,16.15,"Аллея Каретный Ср. 388",1,"Афанасий Бровцев","Куртамыш",7
1,2414159,23,18.52,"Аллея Архангельская 1360",1,"Люсьена Солодникова","Павловск",8
1,8442505,9,73.99,"Аллея Партизанская 617",4,"Тина Топчиева","Павловск",6
1,1799722,17,14.62,"Аллея Никольско-Архангельская 308",1,"Долорес Смирнова","Павловск",15
1,1833026,14,24.33,"Аллея Дубровская 1312",2,"Люция Гладышева","Павловск",11
1,741093,14,12.83,"ул. Почтовая М. 435",1,"Жаклин Меркушева","Павловск",9
1,794317,15,12.56,"ул. Дорогобужская 963",1,"Ангелина Протасова","Куртамыш",1
1,20371995,18,91.74,"ул. Шухова 50",5,"Томирис Уварова","Павловск",7
1,8106246,15,50.37,"Аллея Краснохолмская Нижн. 1289",4,"Добрыня Клепиков","Куртамыш",5
1,9976290,10,86.49,"Аллея Тенистая 1267",7,"Александра Долина","Куртамыш",3
1,250455,14,13.28,"ул. Новолесной 1043",1,"Гюзель Крапивина","Куртамыш",8
1,1437997,2,16.46,"Аллея Гнездниковский Б. 1371",1,"Пахомий Спиридоньев","Тетюши",1
1,2503355,9,32.56,"Аллея Вознесенская 642",3,"Галия Бажова","Светлогорск",2
1,798747,13,18.34,"ул. Аминьевское 428",1,"Павел Макаренко","Тетюши",6
1,2381409,14,18.16,"Аллея Коминтерна 561",1,"Дания Кувалдина","Куртамыш",8
1,1367682,20,13.49,"Аллея Розы Люксембург 1239",1,"Дженна Ешкилева","Куртамыш",15
1,2167821,10,17.6,"ул. Козловский М. 878",1,"Фрол Модестов","Павловск",3
1,13284645,19,73.92,"Аллея Ленская 257",4,"Саломея Рябова","Куртамыш",7
1,9048344,17,52.21,"ул. Самаркандский Квартал 137а 1060",4,"Вячеслав Негин","Чусовой",12
1,1898008,6,16.81,"ул. Костикова 545",1,"Ярослав Яхин","Куртамыш",2
1,2340671,4,54.56,"Аллея Хоромная 520",5,"Мина Стратоников","Павловск",2
1,4118974,19,28.88,"Аллея Последная 11",2,"Дания Есина","Павловск",15
