"new","city","square","rooms","price","floors","owner","floor","address"
1,"Озёрск",51.02,4,3818334,19,"Панкратий Зиновьев",9,"Аллея Девяткин 980"
1,"Озёрск",52.01,3,4234573,19,"Никанор Удалов",12,"Аллея Хо Ши Мина 699"
0,"Назарово",16.96,1,1189572,17,"Нестор Сакин",1,"Аллея Николоваганьковская 1070"
0,"Руза",17.08,1,3051533,21,"Лиза Голикова",18,"Аллея Гороховская 577"
0,"Горбатов",17.1,1,3110813,15,"Венедикт Арефьев",7,"ул. Шушенская 1043"
1,"Назарово",38.01,3,2360426,7,"Эля Сергеева",3,"ул. Пугачевская 1-я 122"
0,"Озёрск",58.76,3,5630135,12,"Даниил Манулкин",11,"ул. Вагоноремонтная 745"
1,"Медынь",16.13,1,964426,1,"Афина Осеева",1,"Аллея Варшавское 1247"
0,"Горбатов",19.83,1,2463133,22,"Циара Григорьева",8,"ул. Дурова 834"
1,"Медынь",28.22,3,4264394,16,"Юрий Крапивин",9,"ул. Крюковская 1279"
1,"Георгиевск",17.94,1,1397402,17,"Иакинф Карпеев",2,"Аллея Лужнецкая 388"
1,"Назарово",17.27,1,1791877,10,"Чулпан Мурманская",8,"ул. Бартеневская 1152"
1,"Горбатов",119.61,7,10594150,11,"Астрид Викентьева",1,"Аллея Сусоколовское 871"
0,"Горбатов",30.16,3,2933141,21,"Кир Стефашин",15,"ул. Северная 5-я 81"
1,"Озёрск",16.36,1,1794222,18,"Магдалена Нарбикова",16,"Аллея Капранова 57"
1,"Горбатов",38.64,2,3384286,19,"Генриетта Созонова",18,"ул. Инициативная 1209"
0,"Назарово",93.34,6,13499950,6,"Эльвира Максимишина",3,"ул. Журавлева 469"
1,"Озёрск",10.83,1,877859,8,"Устинья Мурманина",4,"Аллея Сухаревский Б. 1190"
0,"Озёрск",74.79,5,5423816,4,"Эмма Мухина",2,"ул. Ширшова 333"
1,"Руза",20.09,2,1382657,13,"Исидор Кедрин",4,"Аллея Мастеркова 397"
0,"Горбатов",61.39,6,7978587,20,"Владимир Инин",14,"Аллея Иерусалимская 347"
1,"Горбатов",77.45,5,15745093,1,"Тамила Щеглова",1,"ул. Волоколамский Б. 388"
0,"Озёрск",35.78,2,6161587,23,"Игнатий Новосёлов",5,"ул. Тверская-Ямская 3-Я 491"
0,"Ардон",11.19,1,953516,13,"Евгений Труфанов",3,"ул. Марии Поливановой 912"
0,"Медынь",83.35,6,11063801,22,"Анна Сурова",19,"ул. Интернациональная 1185"
0,"Назарово",77.89,7,14162041,14,"Аристарх Виккерс",3,"ул. Прогонная 1-я 91"
1,"Озёрск",13.75,1,488379,8,"Милада Антипова",6,"ул. Строгановская 511"
1,"Назарово",100.62,6,12485587,21,"Яна Берёзина",10,"Аллея Беговой 1276"
0,"Горбатов",15.15,1,344500,22,"Юлия Хазина",14,"Аллея Скульптора Мухиной 870"
0,"Назарово",10.0,1,401628,5,"Авксентий Левитин",2,"ул. Жужа 334"
1,"Ардон",19.28,1,2703773,25,"Жансая Епимахова",16,"ул. Некрасовская 358"
1,"Назарово",21.16,2,2441056,18,"Лаврентий Алисов",16,"ул. Покровка 825"
1,"Медынь",13.89,1,269862,17,"Лукьян Земляной",16,"Аллея Ольминского 11"
0,"Озёрск",58.94,5,4495126,20,"Кир Ермилин",7,"Аллея Даев 327"
1,"Медынь",94.88,5,18840214,4,"Валерий Бабель",1,"Аллея Николаевская 486"
0,"Невельск",38.2,4,1318361,18,"Кирилл Пахомьев",5,"Аллея Академика Опарина 186"
1,"Озёрск",95.65,6,18161013,20,"Этель Громова",6,"ул. Расплетина 10"
1,"Горбатов",12.93,1,1829638,1,"Станислав Милов",1,"Аллея Костякова 1119"
0,"Озёрск",35.73,2,5549483,19,"Тая Шпанова",13,"ул. Армянская 314"
1,"Горбатов",74.99,6,5971067,12,"Агата Пияшева",11,"ул. Дмитрия Донского 258"
1,"Ардон",18.52,1,1117233,22,"Зинаида Мартынова",14,"Аллея Керамическая 495"
1,"Горбатов",56.82,5,3401788,1,"Климент Петелин",1,"ул. Северная 5-я 797"
1,"Назарово",14.23,1,1127331,15,"Харитон Брежнев",8,"ул. Петровская 1180"
0,"Озёрск",10.0,1,863630,15,"Ляля Кузьмина",4,"ул. Краснопрудный Б. 897"
0,"Озёрск",47.64,3,8486696,2,"Платон Пересторин",1,"ул. Фирсановское 1200"
0,"Озёрск",36.62,3,4525068,1,"Элиза Шакирова",1,"Аллея Константинова 1162"
0,"Горбатов",116.1,6,22101035,8,"Сила Христофоров",6,"ул. Палашевский М. 579"
0,"Назарово",10.62,1,558735,2,"Аристарх Димитриев",1,"Аллея Съезжинская 1080"
0,"Ардон",14.73,1,819789,2,"Викентий Перфильев",1,"Аллея Новая Дорога 669"
0,"Ардон",47.62,4,5511662,3,"Лаура Власова",2,"Аллея Маршала Федоренко 1344"
0,"Горбатов",17.84,2,664414,1,"Шарлотта Жаринова",1,"Аллея Подрезковская 3-я 956"
0,"Озёрск",25.64,2,2739713,12,"Лиора Жерихова",9,"ул. Железнодорожная 910"
0,"Горбатов",17.61,1,2358716,4,"Фотий Арсенов",3,"ул. Саввинский Б. 203"
0,"Ардон",67.59,4,10054311,16,"Залина Зюганова",5,"Аллея Академика Туполева 275"
0,"Горбатов",14.71,1,1356586,18,"Алексия Карагодина",6,"ул. Новоконюшенная 985"
0,"Медынь",14.3,1,321124,21,"Василий Багринцев",7,"ул. Белозерская 49"
0,"Назарово",100.64,6,15408755,15,"Святослав Белооченко",8,"Аллея Космодамианская 578"
1,"Ардон",89.21,8,11031734,24,"Евдоким Колпакиди",2,"ул. Внуковская Б. 722"
0,"Невельск",35.11,3,6405848,12,"Кузьма Табаков",10,"ул. Вознесенская 1364"
0,"Горбатов",15.42,1,787415,4,"Василина Заволокина",1,"ул. Богородское 1236"
0,"Медынь",96.58,6,17355510,10,"Виссарион Ивонин",9,"ул. Высокая 150"
1,"Ардон",59.68,4,8988731,16,"Мелентий Жбанов",2,"ул. Каретный М. 353"
1,"Назарово",34.68,2,2375416,1,"Тамила Ивонина",1,"Аллея Дубровская 1-я 49"
0,"Ардон",47.7,3,9925004,14,"Хадия Акбулатова",12,"ул. Одиннадцати Героев Саперов 829"
1,"Назарово",71.07,6,6655370,25,"Логгин Мартытов",2,"Аллея Маршала Мерецкова 3"
0,"Назарово",41.37,4,3141634,18,"Глеб Сапрыкин",17,"ул. Уланская 26"
0,"Медынь",17.64,1,1174340,19,"Аделаида Фокина",3,"Аллея Мелитопольская 1-я 83"
1,"Назарово",12.7,1,1414707,10,"Мартын Сокуров",3,"ул. Цимлянская 627"
1,"Горбатов",55.81,4,9570926,3,"Алсу Агапьева",2,"ул. Алабяна 490"
0,"Горбатов",21.15,2,2405824,2,"Софья Светлова",1,"Аллея Воробьевы Горы 394"
0,"Горбатов",30.53,2,5954280,15,"Софья Алехина",1,"ул. Фортунатовская 1117"
1,"Руза",16.09,1,2115379,11,"Севастьян Евплов",3,"ул. Гончарная 920"
0,"Медынь",28.83,2,1538988,11,"Антон Грунин",3,"Аллея Сенежская 1071"
0,"Озёрск",45.27,3,6848587,22,"Вениамин Фотиев",13,"Аллея Цветочная 454"
0,"Ардон",18.76,1,2985429,3,"Иннокентий Гляделкин",2,"ул. Лебяжая 36"
0,"Ардон",73.49,4,10031756,15,"Ирма Арбатова",2,"Аллея Чкалова (дп им Ларина) 895"
1,"Георгиевск",65.21,6,8541660,11,"Филат Булычев",8,"ул. Несвижская 1162"
0,"Озёрск",50.47,3,5139201,5,"Матвей Кабанов",3,"ул. Защитников Москвы 1069"
0,"Горбатов",43.15,3,4175518,6,"Пахомий Казимиров",2,"ул. Маршала Тимошенко 202"
0,"Озёрск",38.85,3,4227182,24,"Сильвия Белокурова",12,"Аллея Волынская 1215"
1,"Ардон",13.25,1,1435870,14,"Виссарион Гаврилов",9,"ул. Велозаводская 773"
1,"Ардон",35.58,2,2531079,2,"Тимур Несмеянов",1,"Аллея Донецкая 1014"
1,"Георгиевск",10.29,1,603715,8,"Фотий Веселый",2,"ул. Федора Полетаева 197"
1,"Медынь",20.07,1,1443047,5,"Александра Алейникова",2,"ул. Академика Петрова 885"
1,"Горбатов",42.31,3,5078894,6,"Демьян Аверкиев",5,"ул. Металлургов 977"
0,"Назарово",19.85,2,2420101,21,"Авксентий Козлов",5,"ул. Сперанского 580"
1,"Ардон",11.86,1,336073,24,"Сальма Ливанова",1,"ул. Краснопресненская 743"
0,"Горбатов",30.46,3,4992238,17,"Ираклий Чернев",1,"Аллея Лубянская 1354"
0,"Горбатов",46.34,3,4690796,8,"Протасий Куприн",3,"Аллея Олонецкая 1000"
1,"Невельск",47.43,4,7233648,4,"Цветана Зиновьева",1,"Аллея Михельсона 166"
1,"Назарово",15.92,1,1810732,22,"Феликс Андрусов",10,"Аллея Железногорская 2-я 833"
0,"Ардон",76.45,5,6832477,15,"Руслана Шалыганова",5,"ул. Продольная 973"
1,"Горбатов",14.12,1,317684,17,"Денис Игнашев",6,"Аллея Бирюлевская 944"
0,"Озёрск",109.85,6,21909977,3,"Дженна Токарева",1,"ул. Трехгорный Ср. 84"
0,"Горбатов",37.77,2,3806812,20,"Фома Курочкин",12,"Аллея Кондрашевская 1358"
0,"Назарово",52.18,4,10142816,7,"Мелисса Вавилина",3,"Аллея Серафимовича 487"
0,"Ардон",14.33,1,898557,12,"Иакинф Трофимов",9,"Аллея Островной 1141"
1,"Георгиевск",10.41,1,290374,1,"Лев Сазонов",1,"Аллея Ведерников 147"
1,"Ардон",10.28,1,276615,22,"Даниил Каганов",18,"ул. Керченская 935"
0,"Озёрск",52.87,3,8610496,1,"Дания Гальцова",1,"ул. Петра Романова 481"
1,"Горбатов",46.35,4,4526035,24,"Артемий Шаров",22,"ул. Касимовская 410"
0,"Озёрск",19.86,1,3246102,21,"Феликс Гнатюк",17,"Аллея Ленина 609"
0,"Озёрск",13.66,1,1403768,6,"Евгений Тарковский",1,"Аллея Новобратцевская 348"
0,"Горбатов",19.45,1,2562415,15,"Демид Зимин",8,"ул. Селигерская 183"
0,"Руза",52.39,3,3963744,22,"Валентин Аксёнов",13,"ул. Северная 2-я 1271"
0,"Назарово",21.97,1,3463795,13,"Дарина Григорьева",11,"Аллея Старокрымская 1150"
0,"Медынь",30.57,2,4656941,2,"Ольга Синявская",1,"Аллея Усачева 710"
0,"Медынь",57.36,3,11125805,4,"Каре Никтитина",3,"Аллея Пироговская М. 1190"
0,"Горбатов",50.94,3,5967538,23,"Ярослав Тендряков",13,"ул. Харьковская 1247"
0,"Ардон",16.17,1,865232,4,"Вера Чехова",1,"ул. Харьковская 615"
0,"Руза",13.95,1,1200651,1,"Анфим Есин",1,"Аллея Мажоров 321"
1,"Озёрск",44.62,3,7462693,10,"Игорь Гаврилин",5,"Аллея Новые Сады 8-я 70"
0,"Горбатов",65.6,6,5059794,18,"Лора Моторина",17,"ул. Волжский Бульвар 113 А 115"
0,"Озёрск",70.95,4,8254926,22,"Кир Янин",15,"Аллея Павлоградская 1-я 26"
1,"Назарово",97.44,7,13538580,4,"Зухра Созонова",3,"ул. Верхоянская 869"
1,"Горбатов",99.61,7,18598921,16,"Ким Нехлюдов",14,"Аллея Дорогомиловская М. 26"
0,"Ардон",103.79,7,9843182,23,"Леонид Викторов",10,"ул. Федеративная 677"
1,"Назарово",13.96,1,524757,21,"Нинель Могутина",11,"Аллея Волжский Бульвар 113 А 181"
1,"Горбатов",15.27,1,2415762,19,"Парфений Самылин",3,"Аллея Ипатьевская 352"
1,"Ардон",84.07,5,11844332,20,"Ася Белорукова",5,"Аллея Черепановых 259"
0,"Назарово",56.32,3,11168553,2,"Акакий Горлов",1,"Аллея Мажоров 923"
1,"Ардон",13.69,1,1278970,6,"Никанор Цепов",3,"Аллея Трофимова 1338"
0,"Медынь",110.87,8,23721128,24,"Руфь Ильенкова",20,"ул. Рокотова 1381"
0,"Ардон",68.23,7,9779924,15,"Ростислав Азаров",14,"ул. Сальвадора Альенде 1177"
0,"Горбатов",76.05,4,13541114,20,"Капитон Островский",3,"ул. Дурасовская 423"
1,"Медынь",48.58,4,8007558,22,"Макар Аверченко",9,"ул. Академика Вишневского 269"
1,"Медынь",57.76,4,6209747,2,"Демьян Веллер",1,"Аллея Академика Ильюшина 1137"
1,"Медынь",13.21,1,636214,19,"Климент Лаврентьев",16,"ул. Нансена 656"
0,"Горбатов",18.25,1,3059781,2,"Габриэлла Чарская",1,"ул. Берзарина 845"
0,"Ардон",70.85,4,13818624,1,"Феликс Рачков",1,"Аллея Кооперативная 499"
0,"Медынь",150.12,8,22407837,10,"Констанция Охотина",1,"Аллея Ильинские Ворота 1006"
0,"Ардон",52.46,3,5983341,14,"Рогнеда Викентьева",12,"Аллея Филевская 103"
0,"Ардон",40.01,3,4853834,20,"Лидия Зуева",14,"Аллея Парковая 5-я 232"
0,"Горбатов",28.86,2,2152275,19,"Павлина Евсюкова",4,"ул. Беговой 1302"
0,"Ардон",10.38,1,741727,8,"Константин Шестинский",6,"Аллея Самаркандский Квартал 134а 648"
1,"Горбатов",13.11,1,1823670,5,"Ермолай Буряченко",1,"Аллея Смоленская-Сенная 283"
0,"Руза",23.82,2,1438246,20,"Лада Манылова",16,"ул. Цандера 1238"
0,"Медынь",16.11,1,2583598,4,"Владана Чумакова",3,"Аллея Рогожский М. 174"
1,"Невельск",25.54,2,3599024,9,"Григорий Белорусец",6,"Аллея Каспийская 1248"
1,"Ардон",12.12,1,323034,8,"Донат Протасов",1,"ул. Скульптора Мухиной 458"
1,"Руза",11.49,1,347855,23,"Архипп Багиров",5,"Аллея Можайское 348"
1,"Руза",73.94,4,12075518,11,"Ильзира Антипина",4,"ул. Октябрьская 1393"
1,"Ардон",10.0,1,329806,23,"Трофим Кувалдин",13,"ул. Афанасьевский М. 855"
0,"Назарово",18.17,1,1198924,21,"Арабелла Африкантова",17,"Аллея Новохорошевская 1303"
0,"Невельск",14.93,1,301223,20,"Ярослав Бодров",7,"ул. Академика Варги 598"
1,"Ардон",20.28,1,2353837,12,"Ядвига Карабанова",8,"ул. Таганский Ниж. 1279"
0,"Ардон",35.17,3,2171053,9,"Агата Ерастова",6,"Аллея Ширшова 1153"
0,"Медынь",69.12,4,12898977,20,"Тит Стратоников",15,"Аллея Расковой 451"
0,"Назарово",49.06,3,8567451,18,"Рена Савёлова",7,"Аллея Олимпийской Деревни 252"
1,"Медынь",53.7,5,8052322,2,"Панкратий Наугольный",1,"ул. Тимура Фрунзе 1120"
1,"Горбатов",10.93,1,266783,2,"Самуил Платонов",1,"ул. Маршала Мерецкова 211"
1,"Медынь",54.98,3,10946645,10,"Тамара Филахтова",4,"Аллея Старомонетная 1336"
1,"Озёрск",88.72,6,13616697,20,"Иван Катков",9,"ул. Красностуденческая 1243"
0,"Озёрск",32.23,3,4073906,19,"Флоренция Шашкова",17,"Аллея Скобелевская 184"
0,"Озёрск",12.55,1,770991,25,"Изабелла Мазина",21,"ул. Лесные Сторожки 156"
0,"Озёрск",41.88,3,7262178,15,"Галактион Сергеев",7,"Аллея Измайловская 285"
0,"Медынь",65.83,6,12250979,23,"Ермолай Бояндин",1,"Аллея Свиблово 771"
1,"Назарово",22.73,2,797316,17,"Митрофан Родченков",7,"ул. Угловой 376"
0,"Георгиевск",14.56,1,313819,9,"Яна Цыпкина",1,"ул. Сретенка 940"
1,"Медынь",49.34,3,4375428,4,"Цецилия Ремизова",1,"Аллея Гвоздева 209"
0,"Назарово",74.65,5,11133058,13,"Прасковья Елисеева",7,"Аллея Прогонная 2-я 1251"
0,"Невельск",14.03,1,1077996,1,"Иллирика Михаилова",1,"ул. Железногорская 2-я 595"
0,"Горбатов",81.83,5,15174720,9,"Леонтий Афанасьев",8,"ул. Чичерина 778"
0,"Медынь",14.63,1,2018125,25,"Конон Анисимов",4,"Аллея Обуха 661"
0,"Назарово",15.05,1,1225838,22,"Шахина Далматова",8,"ул. Екатериновка 568"
0,"Озёрск",28.23,3,875789,22,"Платон Сахарнов",2,"ул. Ланинская 1368"
0,"Ардон",10.0,1,361184,23,"Пелагея Мозгова",19,"Аллея Институтская 876"
0,"Горбатов",20.21,1,3627759,9,"Марфа Романова",6,"Аллея Вольская 2-я 1264"
1,"Медынь",16.96,1,565450,1,"Пелагея Евдокимова",1,"ул. Братеевская 962"
0,"Озёрск",14.15,1,1323285,3,"Милен Островская",2,"Аллея Академика Павлова 785"
1,"Горбатов",43.97,4,7358897,12,"Лукий Скуратов",10,"ул. Щербаковская 69"
1,"Горбатов",91.07,5,18088105,25,"Тит Скульский",21,"ул. Цветной 930"
0,"Озёрск",50.65,3,10782015,9,"Ариадна Новодворская",2,"Аллея Дубровская 2-я 205"
1,"Назарово",98.62,6,22539141,6,"Илюза Тарусова",1,"Аллея Прянишникова 851"
1,"Ардон",17.71,1,2741714,7,"Мира Владимирская",1,"Аллея Никопольская 266"
0,"Озёрск",61.03,4,8675355,15,"Юрий Германов",11,"ул. Балтийская 255"
0,"Озёрск",192.09,10,32644340,12,"Донат Оглоблин",10,"Аллея Можайский Вал 367"
0,"Назарово",13.23,1,1099103,12,"Снежана Пригожина",9,"Аллея Ксеньинская 1079"
1,"Назарово",91.84,5,18821076,6,"Инесса Трудолюбова",5,"Аллея Новоселки 2-я 1233"
0,"Горбатов",11.27,1,1072107,16,"Изабелла Варнавина",13,"ул. Романов 1381"
0,"Ардон",50.67,3,4131075,11,"Алла Фурцева",10,"Аллея Мартыновская 56"
0,"Озёрск",46.86,4,2311477,11,"Донат Корнильев",5,"Аллея Довженко 1398"
0,"Медынь",31.25,3,2110467,18,"Домника Дубина",2,"Аллея Паромная 644"
1,"Горбатов",73.01,6,10257024,5,"Корнилий Федулеев",1,"Аллея Академика Семенова 125"
0,"Медынь",102.37,6,11099317,13,"Ким Соков",3,"Аллея Красные Ворота 406"
1,"Невельск",16.3,1,1539840,17,"Флорентина Харитонова",4,"ул. Тимуровская 1396"
0,"Медынь",13.39,1,330242,13,"Ириней Васильевич",2,"Аллея Никитников 1085"
0,"Ардон",84.06,6,13434697,5,"Луиза Язова",3,"ул. Спасопесковская 1256"
0,"Горбатов",21.49,2,3102826,11,"Серафима Мишнева",8,"Аллея Международная 860"
0,"Озёрск",16.12,1,1982469,13,"Фелисити Манулкина",3,"ул. Новые Сады 3-я 1075"
0,"Озёрск",12.71,1,337181,15,"Милена Жерихова",7,"ул. Воробьевское 126"
0,"Назарово",23.2,2,1764611,21,"Зульфия Шарапова",19,"Аллея Стрельбищенская 227"
1,"Горбатов",42.82,4,6962047,20,"Корнелия Дубинина",13,"Аллея Лескова 933"
1,"Горбатов",40.37,3,4730988,16,"Павел Эренбург",2,"ул. Янтарная 1061"
1,"Горбатов",96.97,8,10863641,16,"Ираклий Янов",15,"Аллея Водопроводная 108"
1,"Ардон",59.84,4,4197536,10,"Порфирий Савкин",7,"ул. Пироговская Б. 871"
1,"Назарово",14.09,1,617841,7,"Анфиса Утёсова",1,"ул. Кусковская 307"
1,"Невельск",49.22,3,7010474,16,"Раяна Елфимова",7,"ул. Трехгорный Вал 812"
0,"Озёрск",16.98,1,2342213,22,"Архипп Малахов",2,"Аллея Деловая 680"
0,"Медынь",96.14,6,15883912,22,"Владимир Пахмутов",14,"ул. Загорского 1385"
0,"Ардон",23.75,2,3988558,11,"Сильвестр Корявин",5,"ул. Кожуховская 5-я 1300"
1,"Ардон",19.16,1,3662524,22,"Трифон Шолохов",6,"ул. Юннатов 527"
1,"Горбатов",21.74,1,3774089,16,"Айсель Байбородина",12,"Аллея Курского Вокзала 129"
0,"Назарово",11.01,1,283769,16,"Фелисити Акатьева",6,"ул. Луговой 1091"
0,"Горбатов",17.45,1,2697318,21,"Рина Кудинова",16,"ул. Тушинская 892"
0,"Ардон",18.66,2,2079632,21,"Анаит Чернова",18,"ул. Карачаровская 2-я 883"
0,"Назарово",18.38,1,965516,14,"Резеда Первушина",7,"ул. Коломенское 1367"
0,"Озёрск",19.61,1,2919164,25,"Стелла Садулаева",18,"ул. Чехова 343"
1,"Назарово",145.04,9,14630223,23,"Элеонора Белозерова",21,"ул. Ельнинская 888"
0,"Георгиевск",63.03,4,5791455,9,"Леся Босова",2,"Аллея Поварская 191"
0,"Назарово",18.6,1,2470670,4,"Ираклий Басыров",1,"ул. Вспольная 139"
0,"Горбатов",68.61,4,7659933,1,"Герман Маленький",1,"ул. Фотиевой 723"
0,"Медынь",59.67,6,9739202,15,"Рина Курчаткина",10,"ул. Хоромная 703"
0,"Горбатов",13.52,1,1508072,9,"Никанор Осеев",6,"Аллея Переведеновская 1169"
0,"Озёрск",48.47,3,7375759,23,"Полина Ерастова",9,"ул. Алексея Свиридова 396"
1,"Назарово",10.0,1,660907,4,"Максим Пучков",3,"Аллея Софийская 699"
0,"Назарово",38.89,3,2131509,5,"Евангелина Пафнутьева",2,"Аллея Армянская 137"
0,"Невельск",18.33,1,1460055,11,"Саида Морковина",8,"ул. Новая Заря 955"
