"square","address","new","price","floor","floors","rooms","city","owner"
16.68,"Аллея Леси Украинки 1269",0,511132,6,11,1,"Камызяк","Феоктист Писарев"
10.0,"ул. Дружбы 1243",1,265662,16,20,1,"Советск","Виталия Остальская"
17.84,"ул. Ташкентская 1196",1,1865053,6,20,1,"Суоярви","Агата Панкратова"
16.67,"ул. Рахмановская 1187",1,844399,24,25,1,"Нефтекумск","Фёдор Овсеев"
46.25,"Аллея Прохладная 54",1,9416322,2,4,3,"Суоярви","Таяна Малкина"
22.51,"Аллея Посланников 713",0,2347411,2,23,2,"Камызяк","Эрика Сакина"
141.53,"Аллея Ильинка 636",1,32881263,5,16,8,"Каменногорск","Вячеслав Гоголь"
20.08,"Аллея Николая Сироткина 289",0,2486881,1,12,1,"Нефтекумск","Самуил Несмеянов"
11.22,"Аллея Никольско-Архангельская 796",1,312837,6,10,1,"Калуга","Иллирика Бояшова"
134.88,"Аллея Новосходненское 374",0,21474103,4,15,8,"Саров","Ляля Кедрина"
11.22,"ул. Таймырская 509",0,288028,3,7,1,"Нефтекумск","Ждан Чернышевский"
12.57,"ул. Ржевский Б. 1039",0,1731219,4,10,1,"Нефтекумск","Тихон Скоробогатов"
15.66,"Аллея Митинская 1175",0,658406,8,13,1,"Калуга","Устинья Есипова"
18.26,"Аллея Подкопаевская 417",0,1239944,4,14,1,"Суоярви","Марианна Беспутина"
14.34,"Аллея Напрудная 12",1,597275,1,1,1,"Калуга","Эльвира Евлампиева"
16.95,"ул. Щербаковская 117",0,2074051,1,2,1,"Нефтекумск","Земфира Солопова"
61.42,"Аллея Яковоапостольская 844",1,8105890,1,2,4,"Суоярви","Викентий Соснора"
43.95,"ул. Героев Панфиловцев 266",0,6293908,1,4,3,"Каменногорск","Сила Слепнёв"
56.22,"Аллея Холодильная 1326",1,6985190,6,14,5,"Камызяк","Феликс Лермонтов"
46.03,"Аллея Серебрякова 505",0,3789706,2,4,3,"Камызяк","Василиса Ремизова"
27.91,"ул. Березовой Рощи 623",1,4658445,14,22,2,"Калуга","Саломея Деревенская"
20.12,"ул. Квесисская 1-я 509",0,1394064,9,10,2,"Калуга","Анфиса Трефильева"
90.87,"ул. Правды 261",1,11944936,10,18,6,"Саров","Кузьма Левонтьев"
35.23,"ул. Дорожная 439",1,7531445,1,1,2,"Суоярви","Светлана Бодылева"
31.06,"ул. Амундсена 577",1,4271717,7,14,2,"Саров","Никодим Басманов"
37.6,"ул. Вильнюсская 1257",0,2798892,15,17,2,"Саров","Созон Чуров"
37.63,"ул. Радиальная 6-я 1147",0,1691904,10,12,4,"Нефтекумск","Рената Зыкова"
11.41,"ул. Грайвороново 90а 503",1,937900,7,14,1,"Калуга","Лина Галкина"
56.75,"Аллея Академика Миллионщикова 1055",0,10598184,5,6,4,"Каменногорск","Вячеслав Лужин"
51.7,"Аллея Кожевническая 646",1,9335119,13,14,3,"Нефтекумск","Варфоломей Розанов"
11.9,"ул. Василия Ботылева 642",1,569451,2,20,1,"Каменногорск","Георгий Гребенщиков"
17.58,"Аллея Стекольная 1-я 1007",0,1308957,9,19,1,"Нефтекумск","Антон Колобов"
11.14,"Аллея Котляковская 294",1,297173,4,7,1,"Саров","Домника Авилина"
59.26,"Аллея Белгородская 1391",0,8838710,22,25,4,"Калуга","Чулпан Казинцева"
37.04,"ул. Челобитьевское 371",0,5047894,8,10,3,"Нефтекумск","Платонида Евсюкова"
37.63,"Аллея Ереванская 921",0,5774501,1,2,2,"Суоярви","Альвиан Горбунов"
37.26,"ул. Кульнева 920",0,4869718,7,8,2,"Калуга","Адриана Ардалионова"
19.39,"Аллея Татарская 792",0,3322708,3,17,1,"Камызяк","Саида Чуковская"
14.49,"Аллея Магистральная 905",0,848709,10,22,1,"Калуга","Ярослав Зыков"
155.32,"ул. Шверника 843",1,22924002,4,8,9,"Каменногорск","Ростислав Ланьков"
13.15,"Аллея Плотинная 898",1,1048029,9,13,1,"Калуга","Демьян Вайсбеккер"
16.8,"Аллея Самаркандский Квартал 137а 1203",0,1278309,8,15,1,"Коркино","Милада Ерёмина"
71.07,"Аллея Сальвадора Альенде 1317",1,12767031,2,3,4,"Каменногорск","Энже Чудинова"
52.41,"Аллея Новая Заря 1399",0,8350914,15,19,3,"Калуга","Зара Вонифатова"
13.23,"ул. Земледельческая 745",0,814614,4,16,1,"Каменногорск","Юнона Самылина"
31.88,"ул. Овчинниковский Ср. 409",1,2937998,20,25,2,"Калуга","Фёкла Шолохова"
10.0,"ул. Арбатецкая 39",0,296554,11,12,1,"Суоярви","Федосей Жбанов"
11.63,"ул. Подгорская 655",1,946292,6,24,1,"Саров","Дарья Трефильева"
118.6,"ул. Казенный Б. 914",1,26642001,6,20,7,"Калуга","Татьяна Табакова"
15.37,"Аллея Веневская 1090",1,1665846,10,11,1,"Калуга","Вавила Королёв"
78.25,"Аллея Еропкинская 624",1,9054429,2,10,6,"Суоярви","Владлен Федосеев"
63.44,"Аллея Прямикова 1000",1,5803102,9,17,4,"Суоярви","Виталия Горелова"
58.39,"Аллея Сергия Радонежского 68",0,7013314,7,8,3,"Нефтекумск","Прохор Щербаков"
50.21,"Аллея Серова 1264",0,8927712,4,5,3,"Калуга","Пафнутий Идиатуллин"
78.75,"ул. Муравская 1-я 65",1,11939210,7,13,4,"Саров","Иннокентий Шемякин"
36.58,"ул. Стройковская 188",1,5349589,4,20,3,"Камызяк","Якун Вакулов"
54.59,"Аллея Адмирала Лазарева 1257",1,3605406,1,8,4,"Камызяк","Венедикт Нехорошев"
79.16,"Аллея Турчанинов 1342",1,17017275,10,13,5,"Калуга","Капитон Аммосов"
92.0,"ул. Чоботовская 2-я 833",1,12667873,1,2,6,"Суоярви","Фируза Пастухова"
12.41,"ул. Рословка 1337",1,928853,2,8,1,"Суоярви","Этель Бодылева"
74.57,"Аллея Подколокольная 828",0,14812282,13,16,6,"Калуга","Родослав Кантор"
55.01,"Аллея Курьяновская 3-я 222",1,3733639,5,8,5,"Советск","Азиза Чурилова"
14.37,"Аллея Богучарская 152",0,586541,9,20,1,"Нефтекумск","Денис Бунин"
11.59,"Аллея Гончарова 144",0,683946,2,11,1,"Каменногорск","Роксолана Несмеянова"
52.77,"ул. Академика Павлова 755",1,4079983,2,10,3,"Каменногорск","Галина Караулова"
95.37,"Аллея Щукинская 833",1,9575243,12,15,6,"Суоярви","Янина Павловская"
68.31,"Аллея Соколиной Горы 10-я 263",1,14212862,18,19,4,"Калуга","Мара Долина"
69.81,"ул. Сергея Макеева 1271",0,4895386,7,12,5,"Калуга","Борис Панкратьев"
41.6,"Аллея Пырьева 475",0,2297107,2,6,3,"Саров","Акакий Шаликов"
17.01,"ул. Богородское 312",0,1685359,7,17,1,"Калуга","Тереза Софроньева"
16.67,"Аллея Макеевская 218",0,1379235,3,20,1,"Камызяк","Константин Расторгуев"
10.32,"Аллея Подольское 1198",1,342003,12,20,1,"Нефтекумск","Спиридон Фонвизин"
18.11,"ул. Россолимо 44",0,3058775,5,9,1,"Калуга","Урсула Ефремова"
45.82,"ул. Уланская 1346",1,2575776,8,9,4,"Нефтекумск","Милада Добролюбова"
42.43,"Аллея Петровские Линии 645",1,1604092,1,5,4,"Коркино","Фирс Афанасьев"
16.03,"Аллея Кировоградская 1099",0,1676874,12,22,1,"Калуга","Нелли Абрикосова"
42.6,"Аллея Новохохловская 541",0,6609087,6,25,3,"Камызяк","Зинаида Патрикеева"
12.58,"ул. Соймоновская 388",1,1181964,12,13,1,"Суоярви","Парфений Щербин"
66.42,"Аллея Летняя 28",1,11807652,2,9,4,"Суоярви","Белинда Пармёнова"
29.67,"Аллея Василисы Кожиной 449",1,825138,1,16,3,"Суоярви","Эвита Андрусова"
74.47,"ул. Авиаконструктора Сухого 1069",1,15275412,11,24,6,"Калуга","Юстин Никифоров"
10.0,"ул. Палисадная 623",1,271961,1,2,1,"Каменногорск","Макария Добычина"
15.32,"ул. Розы Люксембург 21",1,1787198,12,21,1,"Калуга","Пётр Флегонтов"
68.2,"ул. Палашевский Б. 336",1,10793851,2,3,5,"Советск","Филимон Белезянский"
28.66,"Аллея Захарьино 835",1,3769439,6,16,2,"Нефтекумск","Асия Матвеева"
12.35,"ул. Заповедная 1025",0,1235602,1,18,1,"Камызяк","Арина Белезянская"
10.48,"ул. Марии Ульяновой 76",1,304422,21,24,1,"Суоярви","Зиновий Кудрявцев"
98.75,"Аллея Сигнальная 529",1,18252958,5,10,10,"Нефтекумск","Сильвестр Чулаки"
86.42,"ул. Кривоколенная 590",1,6956887,2,3,6,"Камызяк","Дженнифер Гнилорыбова"
28.19,"Аллея Третьяковская 1356",0,2049449,5,22,2,"Нефтекумск","Виолетта Кирикова"
19.46,"ул. Ливенская 634",1,3297214,1,2,1,"Саров","Фаддей Богомолов"
15.52,"ул. Лукинская 307",0,2055498,7,11,1,"Суоярви","Руфь Лесина"
13.91,"Аллея Таганский Верхн. 156",1,399843,1,16,1,"Калуга","Кир Писарев"
15.91,"ул. Стасовой 94",1,409753,2,15,1,"Калуга","Этель Мишина"
59.69,"Аллея Спиридоновка 132",1,4187961,1,7,4,"Каменногорск","Агафья Газданова"
15.48,"Аллея Академика Несмеянова 1134",0,1464901,4,24,1,"Советск","Созон Шамбаров"
19.88,"ул. Новая Дорога 713",1,3736567,20,21,1,"Коркино","Степан Воронцов"
28.24,"ул. Литовская 350",1,2105239,14,19,2,"Калуга","Злата Арсенова"
41.19,"Аллея Звенигородская 2-я 944",1,7867740,11,13,3,"Саров","Алёна Поляновская"
149.73,"Аллея Токмаков 280",1,24069444,10,16,10,"Нефтекумск","Марфа Вавилина"
11.1,"ул. Досфлота 683",1,1169356,2,4,1,"Советск","Демид Чванов"
105.22,"Аллея Жуковского 849",1,6996926,2,4,8,"Камызяк","Мариям Тарусова"
58.94,"ул. Новодевичья 193",1,10867224,1,4,4,"Нефтекумск","Констанция Зимина"
100.95,"Аллея Гримау 526",0,21635460,9,25,6,"Каменногорск","Хлоя Спиридонова"
10.0,"Аллея Газовская 1133",1,763558,1,10,1,"Саров","Мария Нагибина"
50.0,"ул. Семеновская Б. 180",0,3387680,7,14,4,"Суоярви","Каре Стратоникова"
11.25,"ул. Кузьминская 478",0,744818,3,15,1,"Суоярви","Магистриан Вавилин"
60.4,"Аллея Карачаровская 1-я 1374",1,8735509,2,3,4,"Калуга","Леонтий Крупин"
48.33,"ул. Кабельная 2-я 832",1,7558342,1,1,4,"Саров","Леона Слепнева"
30.21,"Аллея Леснорядская 2-я 461",0,3934366,20,25,3,"Суоярви","Айлин Романова"
41.99,"Аллея Есенинская 4",1,2943997,1,2,4,"Нефтекумск","Магистриан Овросимов"
21.05,"Аллея Северная 6-я 93",0,4038445,4,7,1,"Суоярви","Шарлотта Ермошина"
47.1,"Аллея Вадковская 400",1,4902496,18,19,4,"Коркино","Филимон Захарьев"
17.19,"ул. Поречная 1047",0,3028448,14,15,1,"Нефтекумск","Эвита Ефимова"
15.21,"Аллея Новоселки 2-я 1023",0,1329288,7,19,1,"Нефтекумск","Герман Епенетов"
10.0,"ул. Волховская 583",1,987288,8,19,1,"Нефтекумск","Фредерика Богуславская"
17.07,"ул. Крылатская 2-я 1373",0,1969739,7,25,1,"Саров","Савелий Мосеев"
16.7,"ул. Хоромная 346",0,2815573,15,24,1,"Саров","Валерия Табакова"
30.51,"ул. Новорогожская 1240",1,1279013,2,4,3,"Калуга","Карима Бодрова"
72.45,"Аллея Амурская 1374",1,11070814,2,19,6,"Нефтекумск","Аэлита Витковская"
30.59,"ул. Смирновская 1183",0,4871002,14,24,2,"Суоярви","Ядвига Ипатьева"
20.05,"ул. Сочинская 483",1,2440399,6,15,1,"Каменногорск","Серафима Мозгова"
31.12,"Аллея Краснопрудный М. 238",1,2446012,8,18,2,"Советск","Юлия Пармёнова"
87.79,"Аллея Андроньевская Б. 354",0,7729406,3,12,5,"Нефтекумск","Сафия Бабаевская"
19.45,"Аллея Красносельская 607",0,2274044,7,23,1,"Нефтекумск","Мартын Феонин"
12.33,"Аллея Еропкинская 603",1,1472456,8,13,1,"Суоярви","Мстислав Юппи"
14.56,"Аллея Вольская 2-я 607",0,869024,10,20,1,"Суоярви","Хадия Кулакова"
144.68,"ул. Андреево-Забелинская 317",0,31772827,3,7,9,"Калуга","Рената Белянкина"
48.59,"Аллея Фрезерная 2-я 405",1,6907964,6,25,3,"Каменногорск","Венедикт Болотов"
135.22,"ул. Санаторная 436",1,27329998,2,3,8,"Саров","Филимон Пальцев"
88.79,"ул. Татарский М. 93",1,10654410,1,1,5,"Калуга","Самира Веркина"
29.56,"ул. Андропова 249",0,742969,1,1,3,"Каменногорск","Христофор Берёза"
14.16,"Аллея Таймырская 1336",1,1347438,20,21,1,"Суоярви","Ярина Лялина"
20.57,"Аллея Добролюбова 502",0,2162902,5,25,2,"Каменногорск","Пейтон Колесникова"
14.9,"Аллея Бирюлевская 1255",0,1101603,1,1,1,"Нефтекумск","Виталия Филахтова"
59.65,"Аллея Щукинская 697",1,9462601,3,7,4,"Советск","Иннокентий Дедов"
22.07,"Аллея Северная 1-я 639",1,3153354,12,14,2,"Калуга","Лев Крюков"
12.57,"ул. Леси Украинки 305",0,434899,8,16,1,"Нефтекумск","Адриана Войнова"
44.08,"ул. Ряжская 221",1,8985224,16,19,3,"Суоярви","Эвита Щепкина"
40.64,"Аллея Андреевская 1229",0,6892174,3,4,3,"Суоярви","Тарас Останин"
13.81,"ул. Слепнева 876",0,1864579,16,22,1,"Каменногорск","Лариса Федотова"
46.37,"ул. Чебоксарская 1050",1,4612909,2,5,3,"Калуга","Паисий Торлопов"
29.38,"Аллея Листопадная 331",0,3309433,2,3,2,"Камызяк","Анастасия Мануйлова"
15.16,"Аллея Яуза Платформа 682",0,790634,1,13,1,"Нефтекумск","Прохор Брюсов"
84.53,"ул. Богоявленская 642",0,11924751,12,14,5,"Суоярви","Платон Бузин"
55.64,"ул. Даниловский Вал 721",0,11304938,5,17,3,"Саров","Равшана Прохорова"
54.3,"Аллея Толмачевский Б. 332",0,7388267,7,9,3,"Нефтекумск","Феликс Шишков"
15.06,"Аллея Изюмская 1083",0,2042163,2,21,1,"Калуга","Пахомий Геласимов"
17.2,"ул. Миргородская 1213",1,675554,1,1,1,"Суоярви","Филимон Журавский"
15.01,"ул. Челябинская 579",1,1593814,11,24,1,"Советск","Ефрем Филков"
94.11,"ул. Чусовская 218",1,15652542,4,12,6,"Суоярви","Ирада Лаврентьева"
18.02,"ул. Ганецкого 986",0,2962743,8,9,1,"Калуга","Аркадий Заборов"
78.11,"Аллея Яузские Ворота 1068",1,15355352,6,11,6,"Саров","Севастьян Карамзин"
11.09,"Аллея Козицкая 845",1,510582,19,22,1,"Советск","Рената Лыткина"
110.58,"Аллея Золоторожский Ср. 772",1,15657963,4,6,9,"Калуга","Этель Бурова"
13.79,"Аллея Петровско-Разумовская 1178",0,1126380,7,21,1,"Суоярви","Лия Мозгова"
19.55,"ул. Хо Ши Мина 324",1,1316044,11,12,1,"Нефтекумск","Иулиан Луппов"
60.53,"Аллея Старопименовская 309",1,6713139,15,16,5,"Суоярви","Люция Силина"
19.35,"ул. Крупской 1091",1,3297853,6,8,1,"Каменногорск","Лукия Абузярова"
38.84,"Аллея Павлоградская 4-я 447",1,999293,12,15,4,"Калуга","Авксентий Никандров"
43.54,"ул. Костомаровская 305",1,8034653,1,3,3,"Саров","Федот Знаменский"
61.3,"Аллея Преображенская 1276",1,6700415,2,6,5,"Нефтекумск","Капитон Епимахов"
61.08,"Аллея Пырьева 650",1,7665646,1,2,4,"Нефтекумск","Сила Березовский"
10.0,"ул. Очаковская 129",0,446608,1,1,1,"Калуга","Пантелеймон Труфанов"
71.07,"ул. Полины Осипенко 676",1,6900120,8,11,4,"Суоярви","Эвита Ядова"
55.89,"ул. Мурманская 860",1,11261602,6,15,4,"Саров","Исидор Пепперштейн"
40.76,"Аллея Измайловского Зверинца 2-я 759",1,8815140,7,17,2,"Камызяк","Агафон Ржевский"
112.41,"ул. Пожарская 1311",1,21883794,2,5,6,"Калуга","Дмитрий Каплан"
56.13,"ул. Козловский М. 1088",0,8975087,1,4,4,"Калуга","Мелентий Караулов"
10.0,"Аллея Маршала Голованова 779",1,337911,1,5,1,"Суоярви","Роксолана Балдина"
73.11,"ул. Терлецкая 362",1,12565450,5,7,4,"Нефтекумск","Фредерика Ситникова"
14.82,"ул. Митьковская 385",0,863500,7,10,1,"Калуга","Герасим Берёзин"
66.1,"ул. Мячковская 39",0,12803040,5,7,5,"Каменногорск","Мартын Николаевич"
110.22,"ул. Волжский Бульвар 114 А 1099",0,11448960,12,22,7,"Нефтекумск","Одетта Дубинянская"
84.63,"Аллея Ивовая 287",1,12503247,5,7,5,"Суоярви","Пров Селезнёв"
35.59,"ул. Вертолетчиков 372",0,5494260,1,7,3,"Калуга","Дарина Писемская"
40.1,"Аллея Преображенская 517",1,8042948,1,2,2,"Саров","Евстафий Липскеров"
31.39,"ул. Берниковская 1309",1,4917092,1,3,3,"Нефтекумск","Дара Никтитина"
26.65,"Аллея Сусальный Верхн. 1125",1,1411314,5,7,2,"Калуга","Алеста Скворцова"
12.2,"ул. Московско-Казанская 27",0,683230,1,3,1,"Нефтекумск","Самира Можаева"
12.24,"Аллея Кронштадтская 755",1,1527530,7,9,1,"Коркино","Мина Чуров"
37.22,"Аллея Почтовая М. 63",1,5486045,7,22,2,"Каменногорск","Дорофей Спивак"
10.0,"ул. Песчаная 2-я 468",1,340317,1,3,1,"Каменногорск","Демьян Лоскутов"
67.5,"ул. Багратионовская 68",1,12356780,7,20,6,"Калуга","Шерил Бажова"
39.91,"Аллея Прудовой 1264",1,5671449,6,8,4,"Камызяк","Алина Жаринова"
11.22,"ул. Раевского 310",1,380975,6,8,1,"Нефтекумск","Азалия Ракова"
16.69,"ул. Строительная 369",0,1631406,5,12,1,"Нефтекумск","Николай Носков"
97.24,"Аллея Петровские Линии 957",1,21570802,1,20,6,"Нефтекумск","Геласий Проклов"
11.05,"ул. Чоботовская 4-я 340",0,323684,15,25,1,"Каменногорск","Элиза Липатова"
20.02,"Аллея Зельев 458",1,2436627,19,25,2,"Нефтекумск","Анатолий Аркадьин"
11.93,"ул. Хорошевского Серебряного Бора 1-я 236",1,434332,2,3,1,"Саров","Элиза Удалова"
19.22,"ул. Мансуровская 940",1,1290483,1,3,1,"Саров","Милен Горлова"
116.01,"ул. Краснокурсантская 124",1,13178784,11,16,6,"Суоярви","Джиневра Алферьева"
24.66,"Аллея Иловайская 639",0,2672354,17,19,2,"Калуга","Лера Успенская"
10.0,"ул. Искры 275",0,603938,3,16,1,"Каменногорск","Нана Идиатуллина"
15.91,"ул. Белокаменная 536",1,1757246,3,4,1,"Калуга","Иветта Витковская"
12.04,"ул. Клочкова 839",0,1202043,2,13,1,"Каменногорск","Алина Крылова"
34.77,"Аллея Щелковское 657",1,4055538,9,13,2,"Калуга","Майя Обухова"
17.74,"Аллея Покровская 2-я 910",1,731950,8,20,1,"Каменногорск","Станислав Волочков"
55.41,"ул. Высотная 450",0,10038897,11,17,3,"Нефтекумск","Зарема Мамонтова"
16.76,"ул. Китайгородская 546",1,1571680,1,14,1,"Нефтекумск","Ерофей Мельников"
18.72,"Аллея Спиридоньевская 305",0,3442415,1,3,1,"Суоярви","Дана Пруткова"
11.39,"Аллея Захарковская 1-я 17",1,318181,1,6,1,"Каменногорск","Руслан Пасечник"
95.88,"Аллея Воровского 992",1,8488863,12,13,5,"Саров","Игнатий Капустин"
13.98,"Аллея Новоорловская 1004",0,357738,12,13,1,"Калуга","Чеслава Козлачкова"
13.75,"ул. Лубочная 646",1,1194412,1,2,1,"Суоярви","Севара Лукьянова"
95.47,"Аллея Андреевка 373",1,14983600,10,21,8,"Нефтекумск","Сандра Пахмутова"
17.7,"Аллея Кедрова 1246",0,1874453,4,22,1,"Калуга","Алла Парфенчикова"
15.59,"Аллея Маршала Кожедуба 1148",1,1042447,3,11,1,"Суоярви","Зинаида Водденикова"
11.63,"ул. Харитоньевский М. 1072",1,778626,1,10,1,"Калуга","Разина Бакланова"
12.61,"Аллея Слепнева 776",0,950956,5,19,1,"Суоярви","Наима Шеянова"
11.61,"Аллея Югорская 13",1,681111,1,2,1,"Саров","Логгин Набоков"
99.61,"Аллея Савельева 1019",1,13106598,1,6,9,"Саров","Светлана Носкова"
20.17,"Аллея Внуково Аэропорт 817",0,559884,4,24,2,"Саров","Зита Родченкова"
14.96,"Аллея Карьер 279",1,940537,2,3,1,"Советск","Антон Фотьев"
119.12,"Аллея Хо Ши Мина 1288",0,25595993,10,14,8,"Камызяк","Августина Асафова"
87.86,"ул. Строительная 1180",0,8931904,17,22,6,"Каменногорск","Раяна Поликарпова"
16.58,"ул. Тайнинская 246",0,2897300,6,7,1,"Калуга","Владлен Воробьёв"
13.19,"ул. Черкизовская М. 14",1,276962,1,3,1,"Каменногорск","Каре Блохина"
16.42,"ул. Раздельная 716",1,1146623,4,6,1,"Каменногорск","Паула Антипьева"
22.28,"Аллея Верейская 611",1,416422,1,9,2,"Саров","Лола Чернева"
29.54,"ул. Кулаков 688",1,4561094,3,5,2,"Каменногорск","Иуда Бартенев"
16.91,"Аллея Магистральная 1173",0,1375485,4,6,1,"Нефтекумск","Пётр Ануров"
22.45,"Аллея Мячковская 289",1,503152,1,3,2,"Суоярви","Цагана Просвирнина"
51.96,"ул. Васильевский Спуск 127",1,8393528,4,24,5,"Калуга","Лидия Феклисова"
10.28,"Аллея Новоалексеевская 771",1,649455,15,23,1,"Калуга","Максим Бартенев"
43.6,"Аллея Научная 1020",1,3429926,1,7,4,"Калуга","Мила Балдина"
43.81,"ул. Волынская 842",1,4106658,7,25,3,"Каменногорск","Алексей Живетьев"
18.17,"ул. Красноярская 1273",1,2074886,10,12,1,"Каменногорск","Агапия Буровская"
89.56,"ул. Пятницкое 1002",0,19380239,2,6,5,"Каменногорск","Иоанна Ахмедова"
56.52,"ул. Институтская 1-я 768",1,4075399,9,16,4,"Калуга","Айгерим Родивонова"
11.39,"Аллея Коломенское 1169",1,254791,16,17,1,"Нефтекумск","Раиля Блинова"
38.58,"ул. Ставропольская 282",0,2079352,3,25,4,"Саров","Русалина Лобанова"
13.96,"Аллея Сухаревская М. 757",1,1177969,3,11,1,"Нефтекумск","Лука Цыпкин"
26.88,"ул. Пятницкое 905",0,3147068,8,15,2,"Каменногорск","Фируза Мисайлова"
11.58,"ул. Фомичевой 348",0,1081434,22,24,1,"Суоярви","Иосиф Смолин"
12.4,"Аллея Узкое 975",0,876118,5,6,1,"Калуга","Олег Амвросьев"
114.65,"ул. Курганская 1199",0,11541718,6,25,6,"Нефтекумск","Тихон Карасёв"
16.89,"ул. Савеловская 297",1,1313836,4,24,1,"Суоярви","Пахомий Лигачёв"
17.98,"ул. Ирины Левченко 599",1,3368322,1,8,1,"Советск","Прокопий Олимпиев"
73.14,"ул. Всеволожская 1285",0,11523546,18,24,4,"Каменногорск","Артём Денисьев"
37.04,"Аллея Берсеневская 50",0,3912746,13,15,2,"Каменногорск","Эльмира Есенина"
94.92,"ул. Коммунистическая 378",0,14333995,4,15,5,"Саров","Демид Кругосветов"
15.42,"Аллея Трубецкая 925",1,563736,4,9,1,"Калуга","Луиза Бунина"
11.87,"ул. Светлогорская 1050",1,938023,3,7,1,"Каменногорск","Борис Стрелков"
35.06,"ул. Генерала Ермолова 707",1,5098904,18,22,2,"Каменногорск","Мирон Маятников"
16.28,"ул. Чичерина 1233",1,1819903,17,24,1,"Суоярви","Заира Банщикова"
59.55,"ул. Чоботовская 971",1,3207670,2,6,6,"Суоярви","Виолетта Гребенщикова"
18.6,"Аллея Таганский Ниж. 422",1,2511850,9,10,1,"Калуга","Виталия Крапивина"
58.55,"ул. Большая 384",1,10547304,10,22,4,"Суоярви","Пантелеймон Скороходов"
11.05,"ул. Малая Очаковская 769",0,940819,6,17,1,"Каменногорск","Емельян Колядин"
14.69,"Аллея Краснодарская 646",1,1425464,1,2,1,"Суоярви","Онуфрий Алисов"
73.37,"Аллея Кутузово 1282",1,6126496,9,13,5,"Суоярви","Илона Таланова"
14.95,"Аллея Литовская 1325",0,2006755,1,5,1,"Калуга","Демид Панкеев"
94.65,"ул. Шатурская 39",1,9032905,13,22,5,"Суоярви","Зара Стрелкова"
12.1,"Аллея Чаплыгина 30",0,378428,3,9,1,"Советск","Пантелеймон Казанцев"
13.03,"Аллея Трубная 367",1,1467493,14,21,1,"Нефтекумск","Лера Ешкилева"
17.33,"ул. Гиляровского 824",1,1715924,4,14,1,"Калуга","Родион Маленький"
17.2,"Аллея Староданиловский Б. 1069",1,2975980,10,22,1,"Калуга","Мира Шестинская"
15.8,"Аллея Останкинская 69",1,1490197,2,12,1,"Калуга","Макар Ильницкий"
32.08,"Аллея Курсовой 1317",1,4699710,1,3,2,"Нефтекумск","Еремей Брюсов"
60.26,"ул. Сергея Эйзенштейна 1070",1,4760398,3,19,5,"Калуга","Ярослав Первушин"
75.52,"ул. Сергия Радонежского 1046",1,9122466,5,16,5,"Суоярви","Маргарита Ефимьева"
27.99,"Аллея Ряжская 912",1,5358332,1,1,2,"Суоярви","Ясмина Багринцева"
36.05,"ул. Зацепа 1326",1,5911948,10,22,2,"Каменногорск","Фома Парфёнов"
90.95,"ул. Яснополянская 611",1,5671240,4,20,7,"Каменногорск","Денис Кузиков"
26.0,"Аллея Курская 671",1,2474156,12,20,2,"Саров","Ксения Ивонова"
27.26,"ул. Товарищеская 228",1,4333863,2,13,2,"Саров","Парфений Фролов"
13.54,"ул. Новоясеневская 842",0,774556,14,22,1,"Калуга","Олеся Жемчужникова"
